Match_id,Team,Over_num,Commentary,batsman,score
5231444,RCB 1st Inns,14.1,"Shivil to Kohli, 2 runs, 28th IPL fifty for Kohli. Whips it wide of long-on and reaches the landmark",Shivil to Kohli,TWO
5231444,RCB 1st Inns,19.0,"Andrew Tye to Kedar Jadhav, 2 runs, dropped. Hard chance though since he was in his followthrough. Looked like the knuckle ball, Jadhav played it too early, gets a leading edge that popped back to Tye, who leapt with both hands outstretched. Can't cling onto the offering. Parries it towards long-off and they will steal a brace",Andrew Tye to Kedar Jadhav,TWO
1005940,SRH 1st Inns,12.0,"Mishra to Williamson, 2 runs, fifty for Williamson. First game and he's already making an impact. Whichever format it is just pleasing to watch KW bat. Moves away to the leg-side, reads the googly off the surface and works it in the gap in front of square on the leg-side, sprints back for the second and raises his bat to acknowledge the applause",Mishra to Williamson,TWO
3657322,RPS 1st Inns,4.1,"Siraj to Tripathi, 2 runs, Bipul has made a meal of a skier, he never settled himself under the ball, only manages to get his fingertips and lets the ball pop out. This was banged in short and on the stumps, Tripathi was looking to pull, gets a fat top-edge, high and behind square on the on-side. Bipul called for the catch, it kept swirling around, so did he and wasn't in any position in the end",Siraj to Tripathi,TWO
1169775,DC 1st Inns,19.3,"Hardik Pandya to Chris Morris, 2 runs, more of the same. Pandya persists with the line way outside off and Morris responds with another square drive. Uppish, whistling away off the turf. Just that this time Krunal is present in putting in the dive to keep it down to a couple. Meanwhile Morris has his fifty to boast of. He doesn't know. He doesn't care",Hardik Pandya to Chris Morris,TWO
7614896,RPS 1st Inns,11.4,"Karn Sharma to Smith, 2 runs, dropped! Harbhajan spills a sitter. That would have been a huge moment in the game. Tossed up on off, Smith not completely down on his knee to sweep, hence the ball lobs towards deep square leg. Harbhajan runs across to his left and goes with both hands, but manages to grass it. He was on the move and that made it difficult for him to control the ball. Karn is disappointed, he should have had his third",Karn Sharma to Smith,TWO
3554829,KKR 1st Inns,13.5,"Tahir to Gambhir, 2 runs, third umpire was called in but Gambhir has made it. Fifty for skipper. Yet another valuable knock from the skippy. His 100th game for KKR, all as skipper and he has again stepped up in a crucial game. The ball was cut away into the off-side and the throw came in at the striker's end to which Dhoni flicked it back onto the sticks. GG had made it easily",Tahir to Gambhir,TWO
1120275,GL 1st Inns,9.0,"Aniket Choudhary to Finch, 2 runs, fastest fifty by a GL player in the history of IPL, off 22 balls. Pitched up, Finch looks to drive firmly, it takes a big chunk of bottom half before dancing down towards the third man fence. A diving stop keeps it down to two, but cannot stop Finch from reaching fifty",Aniket Choudhary to Finch,TWO
4118946,DC 1st Inns,12.5,"de Grandhomme to Shreyas Iyer, 2 runs, pushes it away into the off-side for a quick single and a direct hit at the bowler's end would have seen the back of Shreyas Iyer but he survives as there was no direct hit and in the end, gets an extra run on the overthrow",de Grandhomme to Shreyas Iyer,TWO
8703679,KXIP 1st Inns,17.1,"S Kaul to Axar, 2 runs, he's miscued that, but manages to place it to perfection in between long-on and long-off. Actually, Williamson got there from long-on with a one-handed effort but hardly managed to get fingers on the ball. A length ball which Axar wants to tonk down the ground, just couldn't get hold of it. Back for two",S Kaul to Axar,TWO
6727718,RCB 1st Inns,17.4,"Christian to Kohli, 2 runs, in the airrrr, just short of the fielder, Tiwary it was. Looks like he didn't see the ball at the last moment and it crashes into his knee",Christian to Kohli,TWO
7420225,SRH 1st Inns,11.0,"U Yadav to Warner, 2 runs, Davey Warner rushes for the second and there is that Mario jump from the little man. What a knock. It's a 43-ball 100. The helmet comes off and the arms are aloft in joy. A special effort indeed. He's single-handedly manhandled the visitors. This is an inswinging yorker on the leg stump, clipped to mid-wicket and he was quick to rush back for the second. Right then, can he beat Gayle's 175? If he carries on, he certainly can",U Yadav to Warner,TWO
7420225,SRH 1st Inns,3.5,"Y Pathan to Warner, 2 runs, change of angle and finally a ball in the fuller length, Warner tucks it through mid-wicket, a fumble and the third run was on, but Dhawan was not ball-watching",Y Pathan to Warner,TWO
4078176,MI 1st Inns,2.4,"Milne to Nitish Rana, 2 runs, uppish, Aniket is tested again and he comes second in the race. Lucky escape for Rana. This was a shortish delivery on the leg stump, Rana tried to work it on the on-side, got a leading edge that flew high, deep square leg and short fine leg tried to hunt, but the ball beat the outstretched arm of the latter",Milne to Nitish Rana,TWO
2608816,GL 1st Inns,6.3,"Shami to Raina, 2 runs, dropped. This is turning out to be the kind of knock he played against KKR very early in the tournament. This was in the slot for the batsman, Raina teed off with a slog, went at a catchable height to mid-wicket, although it was hit with power, Samules tried to grab it above his head but it popped out",Shami to Raina,TWO
2608816,GL 1st Inns,9.0,"Samuels to Raina, 2 runs, worked away off the back foot into the vacant mid-wicket region and that's a fifty for Raina, his 31st in the IPL. Pressure clearly back on Delhi, despite a dream start",Samuels to Raina,TWO
4825658,RPS 1st Inns,13.2,"S Kaul to Stokes, 2 runs, common-sense cricket from Stokes. Knocks it away into the leg-side and comes back for the second without breaking a sweat",S Kaul to Stokes,TWO
4825658,SRH 1st Inns,12.5,"Stokes to Yuvraj, 2 runs, direct hit and Yuvraj was struggling. Stokes sprays one down the leg-side from round the wicket, Yuvraj wanted to play his favourite pick-up shot over backward square, right off the cue-end and to deep mid-wicket, Unadkat get the angle and released the ball quickly. Dhoni also failed to collect the ball. Had he even deflected it onto the stumps, Yuvraj was a goner",Stokes to Yuvraj,TWO
4967787,RCB 1st Inns,14.5,"de Grandhomme to Mandeep, 2 runs, fifty for Mandeep. First of the season and he's repaid the faith shown in him. Raises his bat and soakes in the applause from the crowd. Nurdled in front of square leg and races back for the second. The running has been excellent from these two",de Grandhomme to Mandeep,TWO
4967787,RCB 1st Inns,18.4,"Woakes to Head, 2 runs, fifty for Head. It is his maiden IPL fifty for him. Good time to get it. The dugout are up on their feet applauding. Very full delivery outside off, Head squeezes the drive to long-off and Negi is quick to get back for the second",Woakes to Head,TWO
6360325,GL 1st Inns,16.4,"Aaron to Raina, 2 runs, that kind of a day it has been for Punjab. Gurkeerat misjudges this mistimed loft from Raina. Goes back, comes forward but is late by then, fails to get underneath the ball despite the dive from long-off. Got fingers to that, so will go down as a drop chance",Aaron to Raina,TWO
4724289,MI 1st Inns,4.2,"S Kaul to Parthiv Patel, 2 runs, dropped! Vijay Shankar the culprit. Could have been three down. Short and wide outside off stump, Parthiv cuts, doesn't bother to keep it down, went to backward point, the fielder jumped and got both hands to it, easily catchable but it burst through the hands",S Kaul to Parthiv Patel,TWO
2544566,DC 1st Inns,2.3,"D Kulkarni to Shreyas Iyer, 2 runs, back of a length just outside off, Iyer pats it to the left of Jadeja at backward point. They go through for a single. Jadeja shies at the stumps and concedes an overthrow. Replays show that Iyer had given up and had Jadeja hit, Iyer would've been gone",D Kulkarni to Shreyas Iyer,TWO
4550802,KXIP 1st Inns,15.1,"McClenaghan to Shaun Marsh, 2 runs, full toss but Shaun Marsh, in his bid to go too hard on the shot, mistimes it towards long-on. Is still wide of the fielder and fetches him a couple",McClenaghan to Shaun Marsh,TWO
6270193,DC 1st Inns,16.1,"Stokes to Pat Cummins, 2 runs, a direct hit and even Cummins' dive wouldn't have saved him. MS let the ball go and Cummins was sprawling all over the place. Coming to the ball, on a good length and just outside off, eased away backward of square on the off-side",Stokes to Pat Cummins,TWO
6270193,DC 1st Inns,19.4,"Unadkat to Shami, 2 runs, that's a chance and Sundar has dropped it, very similar to that of Unadkat's catch, this was another top-edge that went high and behind the keeper. Sundar ran across, got to the ball, seemed to have slipped at the last moment and drops it",Unadkat to Shami,TWO
3320338,GL 1st Inns,9.3,"Henriques to Dwayne Smith, 2 runs, punched to sweeper's left and Dwayne Smith takes on Vijay to come back for the second. Good running",Henriques to Dwayne Smith,TWO
3320338,SRH 1st Inns,9.3,"Henriques to Dwayne Smith, 2 runs, punched to sweeper's left and Dwayne Smith takes on Vijay to come back for the second. Good running",Henriques to Dwayne Smith,TWO
8127551,MI 1st Inns,19.5,"Dwayne Bravo to Hardik Pandya, 2 runs, off-pace, on a good length outside off, Hardik Pandya stands outside off-stump and pumps it down to long-on. Krunal Pandya forced his brother for the second and they make it easily in the end",Dwayne Bravo to Hardik Pandya,TWO
5641860,CSK 1st Inns,14.2,"Tom Curran to Billings, 2 runs, dropped! That should have been taken. Uthappa the culprit. Full and on the stumps, Billings makes room to go over mid-off, does not get the elevation and Uthappa does not time his jump near the edge of the circle. Parries it behind him and Rinku Singh from long-on tidies up",Tom Curran to Billings,TWO
5641860,CSK 1st Inns,16.0,"Narine to Billings, 2 runs, and Billings nudges one into the on-side ring, Dhoni was off in a flash and wanted two, he was cruising for the second when he saw the throw come to his end and decide to charge. Got it comfortably",Narine to Billings,TWO
7637306,KXIP 1st Inns,10.1,"Chahal to Nair, 2 runs, the leg-break from Chahal, Nair reaches out and sweeps it in front of square on the on-side, comes back for the second run",Chahal to Nair,TWO
7637306,RCB 1st Inns,10.1,"Chahal to Nair, 2 runs, the leg-break from Chahal, Nair reaches out and sweeps it in front of square on the on-side, comes back for the second run",Chahal to Nair,TWO
1505006,DC 1st Inns,10.2,"Bumrah to Roy, 2 runs, oh no! Poor fielding, but it's fifty for Jason Roy, great effort. True pitch, lovely stroke-maker, you got to expect him to come good and boy, he's done well in a stiff chase. Very full and outside off stump, Roy squeezes it out, straight to backward point and it goes right through him",Bumrah to Roy,TWO
1505006,DC 1st Inns,14.2,"Dananjaya to Roy, 2 runs, that's almost another catch. Delhi are going really hard and the opportunity for a wicket is always there. Need a bit of calmness out there. 50 odd 35 balls isn't that tough, especially at the Wankhede. Very full delivery, Roy slogs, connects well, luckily it dipped on SKY who was diving forward",Dananjaya to Roy,TWO
1505006,MI 1st Inns,15.1,"Christian to Ishan Kishan, 2 runs, short of length delivery angled in on middle, 116kph, thwacked through square leg on the front foot. They amble back for two",Christian to Ishan Kishan,TWO
1505006,MI 1st Inns,2.0,"Nadeem to Lewis, 2 runs, dropped by Trent Boult but geez that was a good attempt. Top-edge on the slog-sweep -- told ya that Nadeem was bowling slower in this over -- Boult runs back from backward square leg, doesn't get beneath the ball but doesn't stay put there. Rushes in front and stops the boundary. Top class athlete with a short term memory loss for good",Nadeem to Lewis,TWO
1505006,MI 1st Inns,9.4,"Maxwell to Suryakumar Yadav, 2 runs, now he's hanging the ball flat in the air. Full, worked to long-on and that's a half-century for Suryakumar Yadav off 29 balls. Second of his career. Wankhede crowd go berserk with the flags. Quite blue.",Maxwell to Suryakumar Yadav,TWO
6298097,KKR 1st Inns,18.0,"Rashid Khan to Shivam Mavi, 2 runs, Rashid thinks he has Shivam Mavi LBW and Williamson reviews.. Missed his sweep there, deflecting the ball to short fine leg. And guess what, he hasn't missed it. It's taken the under-side of the glove and gone to short fine leg, who with a wide throw at the bowler's end allowed the second",Rashid Khan to Shivam Mavi,TWO
2619288,KKR 1st Inns,14.4,"Shami to A Russell, 2 runs, fantastic work by Roy from long-on, but he can't get to the ball, in fact gets a fingertip on that on the dive forward. A horrible miscue from Russell as he swipes at a slower delivery, got lucky as Roy had too much to do after sprinting forward. Isn't happy with that shot, slaps his thigh after completing the second",Shami to A Russell,TWO
6071727,KKR 1st Inns,18.1,"Laughlin to Nitish Rana, 2 runs, an inswinging slower ball on middle and leg, Rana clears his front leg and drives to the right of long-off",Laughlin to Nitish Rana,TWO
2583918,KXIP 1st Inns,14.1,"S Kaul to Nair, 2 runs, mistimed but clears mid-wicket with ease! Short of a length around middle and leg, drags this flick off the inner half and clears the infield",S Kaul to Nair,TWO
4053491,KKR 1st Inns,12.0,"Yuvraj to Chris Lynn, 2 runs, 4th IPL half-century for Lynn, he gets a big applause from the crowd, the dug out seem relaxed as well. This was pushed through flatter and quicker, Lynn had to reach out as he hacked it wide of long-off, hurries back for the second run",Yuvraj to Chris Lynn,TWO
4053491,KKR 1st Inns,13.0,"Andrew Tye to Chris Lynn, 2 runs, chance and Sran has dropped it. He did all the hard work, ran across to his left from deep cover, got both hands as he slid across, but fails to hold on. A life for Lynn, how costly will it prove to be? This was short of a good length and well outside off, Lynn threw his hands at that and carved it over cover, no real timing on the shot and it should have been gobbled up",Andrew Tye to Chris Lynn,TWO
4053491,KKR 1st Inns,14.0,"Mujeeb to Chris Lynn, 2 runs, slower and wider of off, Lynn went hard on the drive once again and mistimed it wide of long-off, that actually allowed the batsmen to come back for the second run",Mujeeb to Chris Lynn,TWO
7308498,MI 1st Inns,10.3,"Stokes to Suryakumar Yadav, 2 runs, oh, what a clanger. Krishnappa Gowtham, what have you done? Spills a straightforward catch at long-on. This is going to hurt RR, for sure. A slower ball from Stokes, Suryakumar took it on and miscued it completely. Gets it off the top half of the bat towards long-on. Gowtham had to move across a bit, went with both hands but it pops out of his hands. Tried grabbing it on the second attempt, in vain",Stokes to Suryakumar Yadav,TWO
7308498,MI 1st Inns,10.4,"Stokes to Suryakumar Yadav, 2 runs, smashed away wide of long-on, they scamper back for the second",Stokes to Suryakumar Yadav,TWO
7308498,RR 1st Inns,11.1,"Krunal Pandya to Samson, 2 runs, drifting into middle. Whipped down the ground, and long-on's sloppy",Krunal Pandya to Samson,TWO
7308498,RR 1st Inns,15.1,"Krunal Pandya to Samson, 2 runs, grips on a length, turning away slowly. Samson merely defends, and its into the vast mid-off gaps to pinch a couple. And a ninth IPL fifty",Krunal Pandya to Samson,TWO
4793375,RCB 1st Inns,17.1,"Dwayne Bravo to Mandeep, 2 runs, poor from Dwayne Bravo and the man at cover, slower ball bowled on a yorker length outside off, dug out to the diving MS, who with his glove on has a shy and had he hit de Grandhomme was out. But there's no backing up and they take an extra run",Dwayne Bravo to Mandeep,TWO
4793375,RCB 1st Inns,9.4,"Dwayne Bravo to de Kock, 2 runs, jams out the yorker which is headed for the base of off, to the right of Billings at sweeper cover. Placed for two",Dwayne Bravo to de Kock,TWO
4782326,SRH 1st Inns,4.0,"Barinder to Manish Pandey, 2 runs, chance and Ashwin puts in a laborious dive, don't think he even got his fingers onto the ball. A badly mistimed shovel from Manish as he looked to go back over the bowler's head, went very high and over mid-off. Ashwin ran back, kept his eyes on the ball, stretched out as it lobbed over his shoulders and can't quite complete the catch",Barinder to Manish Pandey,TWO
6844921,KKR 1st Inns,13.5,"Mishra to Shubman Gill, 2 runs, fifty of the partnership comes up as the batsman chopped the cut away to pick up a couple. The man at sweeper cover was a little too square",Mishra to Shubman Gill,TWO
7130109,RR 1st Inns,16.1,"S Kaul to Rahane, 2 runs, full, tailing back in, dug out to long-on -- credit the second to slow timing and the massive outfields",S Kaul to Rahane,TWO
8980712,RCB 1st Inns,17.5,"A Russell to Kohli, 2 runs, 50 for Kohli and his missus is up there clapping. As are the crowd. Kohli doesn't care to celebrate. He is busy getting his breath back. Slugged wide of deep mid to get to 50",A Russell to Kohli,TWO
5715249,CSK 1st Inns,20.0,"Boult to Dhoni, 2 runs, very full and outside off, Dhoni gets under it and smacks it hard to the left of long-off. They race back for the second and it's Dhoni's third fifty of IPL 2018! What a gala time he is having! CSK finish on a massive 211/4",Boult to Dhoni,TWO
6347542,KKR 1st Inns,15.1,"Jadeja to Shubman Gill, 2 runs, maiden IPL fifty for Shubman Gill! His team-mates give him a standing ovation. He's played a beautiful innings. Gets to the milestone by driving a fullish ball wide of long-off",Jadeja to Shubman Gill,TWO
2716679,CSK 1st Inns,6.5,"Siraj to Raina, 2 runs, run-out chance missed. This is where RCB will miss de Kock. He has been brilliant behind the stumps. Very full and outside off, Raina squeezes out to square third man, Ashwin gets across and releases the ball quickly, Parthiv failed to gather the ball. Had he done so, then Raina was gone",Siraj to Raina,TWO
7442279,KXIP 1st Inns,10.4,"Anureet Singh to Nair, 2 runs, nurdles the ball round the corner and hurries back for second run. Stokes with the running one-handed throw but Nair makes it back in",Anureet Singh to Nair,TWO
5886474,KKR 1st Inns,15.3,"Markande to Kuldeep Yadav, 2 runs, healthy deflection off the edge, can't attach much blame to Ishan Kishan. Another googly from Markande, drew Kuldeep forward and took the edge. It hits Kishan on the thigh before deflecting past slip",Markande to Kuldeep Yadav,TWO
8725921,CSK 1st Inns,19.3,"Stokes to Billings, 2 runs, dropped! Chopra puts one down on his IPL debut. This was whipped to deep square leg by Billings, Chopra came running in, got his hands to it but failed to hold on to it.",Stokes to Billings,TWO
8725921,RR 1st Inns,7.2,"Karn Sharma to Buttler, 2 runs, straighter one, Buttler paddles it fine to bring up his fourth successive fifty to match Virat Kohli's feat. Only Viru has five in a row",Karn Sharma to Buttler,TWO
3429315,KXIP 1st Inns,9.5,"Hardik Pandya to Rahul, 2 runs, back of a length delivery around off, Rahul gets on the back foot and punches that to deep backward point for a brace. 50 partnership up!",Hardik Pandya to Rahul,TWO
2266358,RCB 1st Inns,19.1,"S Kaul to de Grandhomme, 2 runs, that has gone into the stars and come back down, KW drops it. Gaping open mouths from the RCB fans. Who are enjoying the Schadenfreude. A slower delivery is skied miles up, miles literally, KW was setting himself at around mid-off, got both hands, out it went. Sarfaraz Khan dives and makes it back to prevent the run-out opportunity",S Kaul to de Grandhomme,TWO
2266358,RCB 1st Inns,19.3,"S Kaul to Sarfaraz Khan, 2 runs, good effort by Sandeep, but he has dropped Sarfaraz Khan at long-stop! Ran in and got there, but the ball went out. A thick top edge on the pull and Sarfaraz Khan almost gets out in the same fashion for the second game running",S Kaul to Sarfaraz Khan,TWO
2266358,SRH 1st Inns,12.3,"de Grandhomme to Williamson, 2 runs, 8th fifty for KW this IPL, his 11th IPL fifty in his 28th game. Flat and shortish, whipped away off the back foot to deep mid-wicket for a brace",de Grandhomme to Williamson,TWO
2266358,SRH 1st Inns,16.0,"Chahal to Manish Pandey, 2 runs, fifty of the partnership comes up as Pandey comes back for a brace again. That was on the sticks again, might have been the quicker ball and the batsman turned the ball away between long-on and deep mid for a brace. 55 off the last four overs.",Chahal to Manish Pandey,TWO
9498235,RR 1st Inns,11.5,"de Grandhomme to R Tripathi, 2 runs, fine knock by Tripathi, his first one of this season. Gets a shortish delivery and has plenty of time to hook it away to deep square leg. As the fielder had to charge in to collect the ball, the batsmen managed to get the second two",de Grandhomme to R Tripathi,TWO
9377212,KKR 1st Inns,15.0,"Bhuvneshwar to Karthik, 2 runs, a direct-hit from extra cover but Uthappa has made it back into the bowler's end with a sharp second. Squeeze-driven by DK that, as BK went full and wide",Bhuvneshwar to Karthik,TWO
5179104,CSK 1st Inns,8.4,"S Kaul to Watson, 2 runs, falls short of Rash at sweeper cover. Low full toss just outside off, Watson is down on his knees and gets under it to slice it towards sweeper cover where Rashid tries to take it. It falls just short. 50 partnership up!",S Kaul to Watson,TWO
7841262,CSK 1st Inns,7.1,"Harbhajan to de Villiers, 2 runs, Tahir drops a sitter. ABD gets a lifeline. This can be dangerous for CSK. It was a fuller length delivery on the stumps, de Villiers moves to the off-side and slog sweeps it, it comes off the upper half of the bat and Tahir drops a rather easy catch at deep backward square leg",Harbhajan to de Villiers,TWO
7841262,RCB 1st Inns,7.1,"Harbhajan to de Villiers, 2 runs, Tahir drops a sitter. ABD gets a lifeline. This can be dangerous for CSK. It was a fuller length delivery on the stumps, de Villiers moves to the off-side and slog sweeps it, it comes off the upper half of the bat and Tahir drops a rather easy catch at deep backward square leg",Harbhajan to de Villiers,TWO
6926671,CSK 1st Inns,16.5,"Jadeja to Dhawan, 2 runs, flatter one on the stumps and Dhawan pulls it wide of deep mid-wicket for a brace. And brings up his fifty with it. He has played the role of anchor to perfection but can he provide the power-hitting in the slog overs?",Jadeja to Dhawan,TWO
6926671,DC 1st Inns,16.5,"Jadeja to Dhawan, 2 runs, flatter one on the stumps and Dhawan pulls it wide of deep mid-wicket for a brace. And brings up his fifty with it. He has played the role of anchor to perfection but can he provide the power-hitting in the slog overs?",Jadeja to Dhawan,TWO
2245633,KXIP 1st Inns,13.3,"A Russell to Agarwal, 2 runs, flicked wide of long-on, two is call and he's home. Fifty for Agarwal, his 4th in IPL, good length delivery on the stumps, Agarwal hits the gap nicely on that occasion",A Russell to Agarwal,TWO
2245633,KXIP 1st Inns,14.3,"Kuldeep Yadav to Agarwal, 2 runs, in the airrr, dropped, Rinku Singh the sub! Flighted delivery outside off stump, Agarwal steps out and reaches out to this widish delivery, sliced it, Rinku ran to his left and dived full length forward but it didn't stick",Kuldeep Yadav to Agarwal,TWO
2245633,KXIP 1st Inns,18.4,"Ferguson to Miller, 2 runs, slower delivery on the leg stump, tucked away towards mid-wicket, easy two. Fifty up for Miller, but no celebrations",Ferguson to Miller,TWO
9059842,RR 1st Inns,13.5,"Sandeep Sharma to Samson, 2 runs, Rahane was in trouble here. Full and outside off, Samson drives it towards deep extra cover, Rashid swoops down and releases the ball quickly as well but Sandeep fails to gather it, Rahane puts in the dive to make his ground",Sandeep Sharma to Samson,TWO
9059842,RR 1st Inns,16.4,"S Kaul to Samson, 2 runs, dropped! Bairstow charges from behind the sticks and grasses it. He should have left it to Rashid, who was coming in. Samson is deceived by the knuckle ball and is early into the flick, the leading edge balloons towards square leg, Bairstow sprinted across and Rashid ran forward, in the end the man with the mitts called for it and he only got a tip of the glove on the ball",S Kaul to Samson,TWO
9059842,SRH 1st Inns,5.3,"Jofra Archer to Warner, 2 runs, short of length delivery angling away @140.3km/h, but not too much, Warner backs away into the on-side and chips it only just over Samson at mid-off towards the extra cover region for a couple to bring up his fifty - raises his bat to the local crowd",Jofra Archer to Warner,TWO
1894737,SRH 1st Inns,12.1,"Prayas Barman to Warner, 2 runs, his comeback has been like a dream for SRH. He has been out of competitive cricket for one-year but that hasn't made an iota of difference to his batting prowess. His third fifty of this IPL season in that many matches. It was a fuller length delivery on the stumps and he pushes it to long-on for a brace",Prayas Barman to Warner,TWO
1894737,SRH 1st Inns,15.1,"Prayas Barman to Bairstow, 2 runs, maiden IPL hundred for Bairstow - and look at the celebrations, this means a lot for him, punches in delight, removes his helmet and lifts both arms towards the dug-out - the Hyderabad crowd has certainly enjoyed it. Coming to the ball, it was tossed up on the leg-stump line, he got close to the ball and whipped it wide of long-on for a brace",Prayas Barman to Bairstow,TWO
9884461,DC 1st Inns,12.2,"Harshal Patel to Miller, 2 runs, pace off and Miller waits before clipping it wide of deep mid-wicket, easy two. That brings up the 50-run stand for the pair and they need to keep going",Harshal Patel to Miller,TWO
9884461,KXIP 1st Inns,12.2,"Harshal Patel to Miller, 2 runs, pace off and Miller waits before clipping it wide of deep mid-wicket, easy two. That brings up the 50-run stand for the pair and they need to keep going",Harshal Patel to Miller,TWO
7416638,MI 1st Inns,15.4,"Dwayne Bravo to Krunal Pandya, 2 runs, yorker on the stumps and Krunal Pandya drills it down the ground. Jadeja of all people misfields it at long-off and that will allow batsmen to take an extra run",Dwayne Bravo to Krunal Pandya,TWO
2313937,DC 1st Inns,18.4,"Bhuvneshwar to Rabada, 2 runs, Sandeep spills a sitter! Inexcusable really. Was a fuller one from Bhuvneshwar and Rabada went for the pick up shot. Got more height than distance on it and Sandeep should have gobbled this. Got under it well but probably lost balance a touch. Not only has he dropped it, but also allowed DC to get a brace",Bhuvneshwar to Rabada,TWO
1415953,KKR 1st Inns,0.4,"Southee to Chris Lynn, 2 runs, massive top-edge. Massive swirl on the ball and it's gone a mile into the night-sky. Who wants it? Parthiv and Saini back-track but it's taking an eternity to come down. Oopsy. Saini gets to the ball but can't quite hold onto it. So, it will go down as a drop, tough chance but lucky Lynn. It was a shortish and bounced more than Lynn expected as he went for the pull. What's worse is that it dribbles away to the boundary after Saini shelled it",Southee to Chris Lynn,TWO
1415953,RCB 1st Inns,11.2,"Kuldeep Yadav to de Villiers, 2 runs, big miscue. Ugly, like really ugly slog-sweep, gets only a big top-edge on it -- and the skier goes into a no man's mid-off. Ferguson gives it the charge from the deep, and even his dive can't get him under it cleanly",Kuldeep Yadav to de Villiers,TWO
