Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
37,4281444,SRH 1st Inns,1.4,"Aniket Choudhary to Warner, out Caught by Mandeep!! The night has changed completely for the 27-year old RCB debutant. Warner has been dismissed for less than fifty for the first time against RCB - when he's playing for SRH. On a good length and well outside off, it was there to be smacked, Warner didn't go through with the shot completely, he was just looking to clear the infield. Mandeep times his jump to perfection at point and completes a good two-handed catch. Warner c Mandeep b Aniket Choudhary 14(8) [4s-2 6s-1]",Aniket Choudhary to Warner,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Mandeep!! The night has changed completely for the 27-year old RCB debutant. {{BATSMAN}} has been dismissed for less than fifty for the first time against RCB - when he's playing for {{TEAM}}. On a good length and well outside off, it was there to be smacked, {{BATSMAN}} didn't go through with the shot completely, he was just looking to clear the infield. Mandeep times his jump to perfection at point and completes a good two-handed catch. {{BATSMAN}} c Mandeep b {{BOWLER}} 14(8) [4s-2 6s-1]",SRH,Aniket Choudhary,Warner,Warner,,Aniket,Choudhary,6,,6,9.0
39,4281444,SRH 1st Inns,10.3,"Binny to Dhawan, out Caught by Sachin Baby!! This was coming. It really was. Tactical aggression here from SD with his dance down the track looking to smoke some into the clouds. Does everything in getting right to the pitch of this fuller one as well, swings mighty too, just that he skews it off the toe end. All the altitude and into the safe palms of Baby at long-on. Dhawan c Sachin Baby b Binny 40(31) [4s-5]",Binny to Dhawan,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Sachin Baby!! This was coming. It really was. Tactical aggression here from SD with his dance down the track looking to smoke some into the clouds. Does everything in getting right to the pitch of this fuller one as well, swings mighty too, just that he skews it off the toe end. All the altitude and into the safe palms of Baby at long-on. {{BATSMAN}} c Sachin Baby b {{BOWLER}} 40(31) [4s-5]",SRH,Binny,Dhawan,Dhawan,,Binny,,6,,5,
49,4281444,SRH 1st Inns,15.2,"Chahal to Henriques, out Caught by Sachin Baby!! Some normalcy restored. And as always is the case, it is spin that gets on that duty. Chahal doesn't mind giving it some air inviting the big swing. And gets just that. A full-blooded tonk down and skewed away. Almost teases Baby at the long-off fence with this one threatening to fly over, before the bucket hands facing upwards come to the rescue in plucking it out. They're checking the foot's behaviour - just inside the permissable limits. Henriques c Sachin Baby b Chahal 52(37) [4s-3 6s-2]",Chahal to Henriques,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Sachin Baby!! Some normalcy restored. And as always is the case, it is spin that gets on that duty. {{BOWLER}} doesn't mind giving it some air inviting the big swing. And gets just that. A full-blooded tonk down and skewed away. Almost teases Baby at the long-off fence with this one threatening to fly over, before the bucket hands facing upwards come to the rescue in plucking it out. They're checking the foot's behaviour - just inside the permissable limits. {{BATSMAN}} c Sachin Baby b {{BOWLER}} 52(37) [4s-3 6s-2]",SRH,Chahal,Henriques,Henriques,,Chahal,,9,,6,
56,4281444,SRH 1st Inns,18.4,"Tymal Mills to Yuvraj, out Bowled!! The zings light up. The crowd refuses to believe and keep searching for the ball. Nope, that's the end of the fun in store folks. Mills for a change aims for the stumps, going slower as well. Nicely off the back of the hand and foxes him with the seam position. A swat across the line is missed eventually and the top of leg takes the brunt. This has been some serious clock roll back here. Makes me feel 10 years younger. Yuvraj b Tymal Mills 62(27) [4s-7 6s-3]",Tymal Mills to Yuvraj,OUT,"{{BOWLER}} to {{BATSMAN}}, out Bowled!! The zings light up. The crowd refuses to believe and keep searching for the ball. Nope, that's the end of the fun in store folks. {{BOWLER}} for a change aims for the stumps, going slower as well. Nicely off the back of the hand and foxes him with the seam position. A swat across the line is missed eventually and the top of leg takes the brunt. This has been some serious clock roll back here. Makes me feel 10 years younger. {{BATSMAN}} b {{BOWLER}} 62(27) [4s-7 6s-3]",SRH,Tymal Mills,Yuvraj,Yuvraj,,Tymal,Mills,6,,5,5.0
76,7898444,MI 1st Inns,15.3,"Zampa to Nitish Rana, out Caught by R Bhatia!! Bhatia has made amends. Put a sitter down early in the innings, this time keeps his eyes on the ball and ends Rana's knock. It was the googly which was drifting away from the southpaw, Rana went down and slog swept it flat, Bhatia didn't have to move at deep mid-wicket to pouch that. Nitish Rana c R Bhatia b Zampa 34(28) [4s-1 6s-2]",Zampa to Nitish Rana,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by R Bhatia!! Bhatia has made amends. Put a sitter down early in the innings, this time keeps his eyes on the ball and ends {{BATSMAN}}'s knock. It was the googly which was drifting away from the southpaw, {{BATSMAN}} went down and slog swept it flat, Bhatia didn't have to move at deep mid-wicket to pouch that. {{BATSMAN}} c R Bhatia b {{BOWLER}} 34(28) [4s-1 6s-2]",MI,Zampa,Nitish Rana,Nitish,Rana,Zampa,,6,4.0,5,
80,7898444,MI 1st Inns,18.2,"Stokes to Pollard, out Caught by Mayank Agarwal!! Stokes gets the better of the West Indian. But credit has to go to Mayank Agarwal, he's pulled off a stunner. Length delivery and Pollard miscued his loft, came more off the base of the bat. It was dropping in front of long-on before Mayank dived full length and grasped it inches from the ground. He didn't allow it to pop out even as he hit the ground. Pollard c Mayank Agarwal b Stokes 27(17) [4s-3 6s-1]",Stokes to Pollard,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Mayank Agarwal!! {{BOWLER}} gets the better of the West Indian. But credit has to go to Mayank Agarwal, he's pulled off a stunner. Length delivery and {{BATSMAN}} miscued his loft, came more off the base of the bat. It was dropping in front of long-on before Mayank dived full length and grasped it inches from the ground. He didn't allow it to pop out even as he hit the ground. {{BATSMAN}} c Mayank Agarwal b {{BOWLER}} 27(17) [4s-3 6s-1]",MI,Stokes,Pollard,Pollard,,Stokes,,7,,6,
94,7898444,MI 1st Inns,4.2,"Tahir to Parthiv Patel, out Bowled!! Knocked him over. Tahir is off with his marathon sprint. The crowd go bonkers. It was a slider, just skids on and slaps Parthiv Patel's leg peg as he fails to connect with the slog sweep. Got too greedy and paid the price. Parthiv Patel b Tahir 19(14) [4s-4]",Tahir to Parthiv Patel,OUT,"{{BOWLER}} to {{BATSMAN}}, out Bowled!! Knocked him over. {{BOWLER}} is off with his marathon sprint. The crowd go bonkers. It was a slider, just skids on and slaps {{BATSMAN}}'s leg peg as he fails to connect with the slog sweep. Got too greedy and paid the price. {{BATSMAN}} b {{BOWLER}} 19(14) [4s-4]",MI,Tahir,Parthiv Patel,Parthiv,Patel,Tahir,,7,5.0,5,
97,7898444,MI 1st Inns,6.3,"Tahir to Rohit, out Bowled!! And again, Imran Tahir is on fire. He's just unstoppable at the moment. A canny skidder this, just keeps going with the angle and clatters Rohit's stumps. He may have got a bit of inside edge there. He wasn't fully forward, neither backward. Poor feet movement. Rohit b Tahir 3(7)",Tahir to Rohit,OUT,"{{BOWLER}} to {{BATSMAN}}, out Bowled!! And again, Imran {{BOWLER}} is on fire. He's just unstoppable at the moment. A canny skidder this, just keeps going with the angle and clatters {{BATSMAN}}'s stumps. He may have got a bit of inside edge there. He wasn't fully forward, neither backward. Poor feet movement. {{BATSMAN}} b {{BOWLER}} 3(7)",MI,Tahir,Rohit,Rohit,,Tahir,,5,,5,
98,7898444,MI 1st Inns,6.5,"Tahir to Buttler, out Lbw!! Inside-edge onto pad, but doesn't matter, the umpire has his finger up. No turn, just goes flat and on the stumps, Buttler is stuck inside the crease, tries to block off the front foot and ekes a big edge onto his pad. In real time though it appeared as if it had gone straight towards his pad. Wasn't to be. Big moment in the game? Buttler lbw b Tahir 38(19) [4s-3 6s-3]",Tahir to Buttler,OUT,"{{BOWLER}} to {{BATSMAN}}, out Lbw!! Inside-edge onto pad, but doesn't matter, the umpire has his finger up. No turn, just goes flat and on the stumps, {{BATSMAN}} is stuck inside the crease, tries to block off the front foot and ekes a big edge onto his pad. In real time though it appeared as if it had gone straight towards his pad. Wasn't to be. Big moment in the game? {{BATSMAN}} lbw b {{BOWLER}} 38(19) [4s-3 6s-3]",MI,Tahir,Buttler,Buttler,,Tahir,,7,,5,
105,7898444,RPS 1st Inns,10.1,"Southee to Rahane, out Caught by Nitish Rana!! A slight misjudgement from Rana in the deep but he's recovered really well here. The umpires want to have a second look. But I think the catch was clean enough. Soft signal is out, and we will stay with out. A back of a length delivery, Rahane slogs it across the line and hits it flat and straight towards deep square leg. Rana is slightly guilty of sleeping on it. He doesn't really move from his position, expecting it to carry comfortably, and has to dive forward in the end. Snatches it right off the turf. Southee has struck first ball of a new spell. MI needed that. Rahane c Nitish Rana b Southee 60(34) [4s-6 6s-3]",Southee to Rahane,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Nitish Rana!! A slight misjudgement from Rana in the deep but he's recovered really well here. The umpires want to have a second look. But I think the catch was clean enough. Soft signal is out, and we will stay with out. A back of a length delivery, {{BATSMAN}} slogs it across the line and hits it flat and straight towards deep square leg. Rana is slightly guilty of sleeping on it. He doesn't really move from his position, expecting it to carry comfortably, and has to dive forward in the end. Snatches it right off the turf. {{BOWLER}} has struck first ball of a new spell. MI needed that. {{BATSMAN}} c Nitish Rana b {{BOWLER}} 60(34) [4s-6 6s-3]",RPS,Southee,Rahane,Rahane,,Southee,,6,,7,
115,7898444,RPS 1st Inns,15.2,"Hardik Pandya to Stokes, out Caught by Southee!! Another miscue, this time it goes straight to hand. Was it an off-cutter from Pandya? Might have been. It was there on a length though but Stokes doesn't get hold of it and holes out at deep mid-wicket. The crowd erupts with ""Dhoni, Dhoni"" chants. Stokes c Southee b Hardik Pandya 21(14) [4s-3]",Hardik Pandya to Stokes,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Southee!! Another miscue, this time it goes straight to hand. Was it an off-cutter from {{BOWLER}}? Might have been. It was there on a length though but {{BATSMAN}} doesn't get hold of it and holes out at deep mid-wicket. The crowd erupts with ""Dhoni, Dhoni"" chants. {{BATSMAN}} c Southee b {{BOWLER}} 21(14) [4s-3]",RPS,Hardik Pandya,Stokes,Stokes,,Hardik,Pandya,6,,6,6.0
124,7898444,RPS 1st Inns,3.1,"McClenaghan to Mayank Agarwal, out Caught by Rohit!! Soft dimissal for Mayank. A daft little shot - to be precise. This was a back of a length delivery outside off, the width was there to cut, instead, he attempted something of a forehand jab, doesn't keep it down and hits it straight into the hands of Rohit at mid-off. Not the start Mayank wanted in his new franchise. Mayank Agarwal c Rohit b McClenaghan 6(5) [4s-1]",McClenaghan to Mayank Agarwal,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Rohit!! Soft dimissal for {{BATSMAN}}. A daft little shot - to be precise. This was a back of a length delivery outside off, the width was there to cut, instead, he attempted something of a forehand jab, doesn't keep it down and hits it straight into the hands of Rohit at mid-off. Not the start {{BATSMAN}} wanted in his new franchise. {{BATSMAN}} c Rohit b {{BOWLER}} 6(5) [4s-1]",RPS,McClenaghan,Mayank Agarwal,Mayank,Agarwal,McClenaghan,,6,7.0,11,
134,2373690,GL 1st Inns,10.2,"Kuldeep Yadav to Finch, out Caught by Suryakumar Yadav!! Second wicket for Kuldeep. One shot too many from Finch. It was the wrong 'un which was on a fuller length, Finch gives himself room to go inside out, the bat turns on impact and the ball skews towards long-off. Suryakumar runs around the circumference and pouches it cleanly. Finch c Suryakumar Yadav b Kuldeep Yadav 15(8) [6s-2]",Kuldeep Yadav to Finch,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Suryakumar {{BOWLER}}!! Second wicket for {{BOWLER}}. One shot too many from {{BATSMAN}}. It was the wrong 'un which was on a fuller length, {{BATSMAN}} gives himself room to go inside out, the bat turns on impact and the ball skews towards long-off. Suryakumar runs around the circumference and pouches it cleanly. {{BATSMAN}} c Suryakumar {{BOWLER}} b {{BOWLER}} 15(8) [6s-2]",GL,Kuldeep Yadav,Finch,Finch,,Kuldeep,Yadav,5,,7,5.0
152,2373690,GL 1st Inns,19.5,"Boult to Karthik, out Caught by Suryakumar Yadav!! A fine knock ends. He provided the much needed impetus to the innings. Deserved a fifty, but that's cricket. Short delivery that caught Karthik by a bit of surprise, pulled it towards long-on and Suryakumar takes the easiest of catches. Raina pats him on the back as he trudges off. Karthik c Suryakumar Yadav b Boult 47(25) [4s-6 6s-2]",Boult to Karthik,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Suryakumar Yadav!! A fine knock ends. He provided the much needed impetus to the innings. Deserved a fifty, but that's cricket. Short delivery that caught {{BATSMAN}} by a bit of surprise, pulled it towards long-on and Suryakumar takes the easiest of catches. Raina pats him on the back as he trudges off. {{BATSMAN}} c Suryakumar Yadav b {{BOWLER}} 47(25) [4s-6 6s-2]",GL,Boult,Karthik,Karthik,,Boult,,7,,5,
155,2373690,GL 1st Inns,3.1,"Chawla to Roy, out Caught by Y Pathan!! Roy falls and KKR have struck early. A nothing shot from the England opener. This was another long hop from Chawla, Roy rocked back on the pull, didn't go through with the shot completely - was perhaps just looking to help it on its way, gets a fat top-edge, high and over mid-wicket. Yusuf ran back and completed an easy catch. Roy looks gutted as he walks off. Roy c Y Pathan b Chawla 14(12) [4s-3]",Chawla to Roy,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Y Pathan!! {{BATSMAN}} falls and KKR have struck early. A nothing shot from the England opener. This was another long hop from {{BOWLER}}, {{BATSMAN}} rocked back on the pull, didn't go through with the shot completely - was perhaps just looking to help it on its way, gets a fat top-edge, high and over mid-wicket. Yusuf ran back and completed an easy catch. {{BATSMAN}} looks gutted as he walks off. {{BATSMAN}} c Y Pathan b {{BOWLER}} 14(12) [4s-3]",GL,Chawla,Roy,Roy,,Chawla,,3,,6,
165,2373690,GL 1st Inns,8.1,"Kuldeep Yadav to Brendon McCullum, out Lbw!! Kuldeep has his man. This was tossed up on the leg-stump line, McCullum was looking to turn it towards the on-side, the ball straightened and went past his inside edge, struck him low and in front of leg-stump, would have been crashing into the stumps. Easy call for the umpire and it's also time for the strategic break. Brendon McCullum lbw b Kuldeep Yadav 35(24) [4s-4 6s-2]",Kuldeep Yadav to Brendon McCullum,OUT,"{{BOWLER}} to {{BATSMAN}}, out Lbw!! {{BOWLER}} has his man. This was tossed up on the leg-stump line, {{BATSMAN}} was looking to turn it towards the on-side, the ball straightened and went past his inside edge, struck him low and in front of leg-stump, would have been crashing into the stumps. Easy call for the umpire and it's also time for the strategic break. {{BATSMAN}} lbw b {{BOWLER}} 35(24) [4s-4 6s-2]",GL,Kuldeep Yadav,Brendon McCullum,Brendon,McCullum,Kuldeep,Yadav,7,8.0,7,5.0
202,2837493,KXIP 1st Inns,10.4,"Rahul Chahar to Amla, out Caught by Stokes!! The young man gets the big fish! A luring delivery tossed up outside off and the batsman looking to thwack it down the ground, finds the able hands of Stokes at long-off. That brings the game back in the balance. Amla was struggling to get the runs and pays the penalty trying to up the ante. Amla c Stokes b Rahul Chahar 28(27) [4s-2 6s-1]",Rahul Chahar to Amla,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Stokes!! The young man gets the big fish! A luring delivery tossed up outside off and the batsman looking to thwack it down the ground, finds the able hands of Stokes at long-off. That brings the game back in the balance. {{BATSMAN}} was struggling to get the runs and pays the penalty trying to up the ante. {{BATSMAN}} c Stokes b {{BOWLER}} 28(27) [4s-2 6s-1]",KXIP,Rahul Chahar,Amla,Amla,,Rahul,Chahar,4,,5,6.0
203,2837493,KXIP 1st Inns,11.1,"Tahir to Axar, out Caught&Bowled!! Looks to go for the slog sweep, the googly undoes him and he manages a big fat top-edge. The high ball comes down for the bowler to pouch that. The trademark celebration from Tahir follows. That was a disastrous strike for KXIP as they had lost Amla a couple of balls earlier. The promotion didn't really yield the desired results. Axar c and b Tahir 24(22) [4s-1 6s-1]",Tahir to Axar,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught&Bowled!! Looks to go for the slog sweep, the googly undoes him and he manages a big fat top-edge. The high ball comes down for the bowler to pouch that. The trademark celebration from {{BOWLER}} follows. That was a disastrous strike for {{TEAM}} as they had lost Amla a couple of balls earlier. The promotion didn't really yield the desired results. {{BATSMAN}} c and b {{BOWLER}} 24(22) [4s-1 6s-1]",KXIP,Tahir,Axar,Axar,,Tahir,,4,,5,
215,2837493,KXIP 1st Inns,2.5,"Dinda to Vohra, out Caught by Manoj Tiwary!! First wicket down! Dinda sees the batsman charge down and bangs it short. Vohra is cramped for room, but still persists with his pull shot. Doesn't middle it and the ball balloons up on the leg-side. Tiwary, who had a good stint with the bat, runs to his left from deep mid-wicket and gobbles it up. Vohra c Manoj Tiwary b Dinda 14(9) [4s-1 6s-1]",Dinda to Vohra,OUT,"{{BOWLER}} to {{BATSMAN}}, out Caught by Manoj Tiwary!! First wicket down! {{BOWLER}} sees the batsman charge down and bangs it short. {{BATSMAN}} is cramped for room, but still persists with his pull shot. Doesn't middle it and the ball balloons up on the leg-side. Tiwary, who had a good stint with the bat, runs to his left from deep mid-wicket and gobbles it up. {{BATSMAN}} c Manoj Tiwary b {{BOWLER}} 14(9) [4s-1 6s-1]",KXIP,Dinda,Vohra,Vohra,,Dinda,,5,,5,
221,2837493,KXIP 1st Inns,5.2,"Tahir to Saha, out Bowled!! Tahir strikes! And he is off! His customary celebratory run. He bamboozles Saha with a googly. It tweaked in at pace as well. Saha doesn't pick the wrong 'un and is also late to bring his bat down. The ball cannons onto the stumps. Through the gap between the bat and the pad. Saha b Tahir 14(9) [4s-3]",Tahir to Saha,OUT,"{{BOWLER}} to {{BATSMAN}}, out Bowled!! {{BOWLER}} strikes! And he is off! His customary celebratory run. He bamboozles {{BATSMAN}} with a googly. It tweaked in at pace as well. {{BATSMAN}} doesn't pick the wrong 'un and is also late to bring his bat down. The ball cannons onto the stumps. Through the gap between the bat and the pad. {{BATSMAN}} b {{BOWLER}} 14(9) [4s-3]",KXIP,Tahir,Saha,Saha,,Tahir,,4,,5,
223,2837493,RPS 1st Inns,0.5,"Sandeep Sharma to Mayank Agarwal, out Bowled!! Cleaned him up!! That was the ferocious inswinger and the batsman without covering the line of the ball looks to play across the line and misses. The sticks go cartwheeling and the bowler takes off with a hand in the air. He does it so often, does Sandeep Sharma. Superb bit of attacking bowling as he got the ball to land on the sticks and put the batsman on a tight leash. Mayank Agarwal b Sandeep Sharma 0(4)",Sandeep Sharma to Mayank Agarwal,OUT,"{{BOWLER}} to {{BATSMAN}}, out Bowled!! Cleaned him up!! That was the ferocious inswinger and the batsman without covering the line of the ball looks to play across the line and misses. The sticks go cartwheeling and the bowler takes off with a hand in the air. He does it so often, does {{BOWLER}}. Superb bit of attacking bowling as he got the ball to land on the sticks and put the batsman on a tight leash. {{BATSMAN}} b {{BOWLER}} 0(4)",RPS,Sandeep Sharma,Mayank Agarwal,Mayank,Agarwal,Sandeep,Sharma,6,7.0,7,6.0
