Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
218,2837493,KXIP 1st Inns,4.1,"Stokes to Saha, 1 run, a very tough chance goes down! Saha prods forward and drills the cover drive. Dan Christian, at cover leaps to his right and gets a hand to it. Those are the ones that need to stick. Wasn't the case this time",Stokes to Saha,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, a very tough chance goes down! {{BATSMAN}} prods forward and drills the cover drive. Dan Christian, at cover leaps to his right and gets a hand to it. Those are the ones that need to stick. Wasn't the case this time",KXIP,Stokes,Saha,Saha,,Stokes,,4,,6,
233,2837493,RPS 1st Inns,17.0,"Mohit Sharma to Stokes, 1 run, clears his front leg and shovels it down the ground. The yorkers keeping him quiet(er). Nevertheless, the half-ton comes up",Mohit Sharma to Stokes,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, clears his front leg and shovels it down the ground. The yorkers keeping him quiet(er). Nevertheless, the half-ton comes up",RPS,Mohit Sharma,Stokes,Stokes,,Mohit,Sharma,6,,5,6.0
241,2837493,RPS 1st Inns,3.2,"Mohit Sharma to Rahane, 1 run, DROPPED!! The man at cover - Vohra had enough time to settle down under it by going back but he makes a meal of it. That was a nothing shot to a length ball and the ball scooped high up in the air and never scaled any distance. Vohra was put off by Natarajan at mid-off who was just beside him. The former could see the fast bowler from the corner of his eye and that was enough",Mohit Sharma to Rahane,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, DROPPED!! The man at cover - Vohra had enough time to settle down under it by going back but he makes a meal of it. That was a nothing shot to a length ball and the ball scooped high up in the air and never scaled any distance. Vohra was put off by Natarajan at mid-off who was just beside him. The former could see the fast bowler from the corner of his eye and that was enough",RPS,Mohit Sharma,Rahane,Rahane,,Mohit,Sharma,6,,5,6.0
260,7088566,DC 1st Inns,17.3,"Tymal Mills to Pant, 1 run, beautiful slower ball, it's all the more effective with Mills bowling it. Pant is deceived by the lack of pace and he has to reach out as a result. He skews it right off the toe-end to mid-on. It's fifty for Pant. Superb knock, but he has to go all the way",Tymal Mills to Pant,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, beautiful slower ball, it's all the more effective with {{BOWLER}} bowling it. {{BATSMAN}} is deceived by the lack of pace and he has to reach out as a result. He skews it right off the toe-end to mid-on. It's fifty for {{BATSMAN}}. Superb knock, but he has to go all the way",DC,Tymal Mills,Pant,Pant,,Tymal,Mills,4,,5,5.0
394,9873957,MI 1st Inns,16.5,"Woakes to Nitish Rana, 1 run, Woakes botches a run-out opportunity! He just had to collect the ball cleanly. Rana was well short. Rana couldn't find any elevation as he tried to flat-bat the back of length delivery and he hit it straight to mid-off. Never a run there, but the non-striker had come a long way down so Rana obliged. Would have been gone",Woakes to Nitish Rana,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, {{BOWLER}} botches a run-out opportunity! He just had to collect the ball cleanly. {{BATSMAN}} was well short. {{BATSMAN}} couldn't find any elevation as he tried to flat-bat the back of length delivery and he hit it straight to mid-off. Never a run there, but the non-striker had come a long way down so {{BATSMAN}} obliged. Would have been gone",MI,Woakes,Nitish Rana,Nitish,Rana,Woakes,,6,4.0,6,
407,9873957,MI 1st Inns,3.4,"Woakes to Parthiv Patel, 1 run, direct hit and Parthiv was running back. Finally he connects with one of his heaves, not middled though and finds Yusuf at mid-wicket. The shy is at the bowler's end and it is way off target",Woakes to Parthiv Patel,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, direct hit and {{BATSMAN}} was running back. Finally he connects with one of his heaves, not middled though and finds Yusuf at mid-wicket. The shy is at the bowler's end and it is way off target",MI,Woakes,Parthiv Patel,Parthiv,Patel,Woakes,,7,5.0,6,
420,2604889,KXIP 1st Inns,11.1,"Watson to Maxwell, 1 run, dropped by backward point, a real sitter, RCB fans can't believe it! Full and wide, Maxi slices the drive sitting deep inside his crease, it went flat and straight to Mandeep Singh. He was a tad slow to react, straight in and straight out",Watson to Maxwell,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, dropped by backward point, a real sitter, RCB fans can't believe it! Full and wide, Maxi slices the drive sitting deep inside his crease, it went flat and straight to Mandeep Singh. He was a tad slow to react, straight in and straight out",KXIP,Watson,Maxwell,Maxwell,,Watson,,7,,6,
432,2604889,KXIP 1st Inns,5.0,"Stanlake to Vohra, 1 run, goes wide of the crease and angles one on the pads, clipped away sweetly to deep square leg. 50-up for Punjab",Stanlake to Vohra,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, goes wide of the crease and angles one on the pads, clipped away sweetly to deep square leg. 50-up for Punjab",KXIP,Stanlake,Vohra,Vohra,,Stanlake,,5,,8,
470,2172197,DC 1st Inns,13.5,"Stokes to Samson, 1 run, just short of the long-on fielder and Samson reaches his fifty! Pitched up delivery, Samson lofted it over mid-on and falls in front of the diving long-on fielder. Samson collects a single to get to his milestone",Stokes to Samson,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, just short of the long-on fielder and {{BATSMAN}} reaches his fifty! Pitched up delivery, {{BATSMAN}} lofted it over mid-on and falls in front of the diving long-on fielder. {{BATSMAN}} collects a single to get to his milestone",DC,Stokes,Samson,Samson,,Stokes,,6,,6,
571,5054401,SRH 1st Inns,7.1,"Hardik Pandya to Warner, leg byes, 1 run, short of a good length and on Warner's hips, he was looking to nudge and missed, rolled away off his pads towards square leg",Hardik Pandya to Warner,ONE,"{{BOWLER}} to {{BATSMAN}}, leg byes, 1 run, short of a good length and on {{BATSMAN}}'s hips, he was looking to nudge and missed, rolled away off his pads towards square leg",SRH,Hardik Pandya,Warner,Warner,,Hardik,Pandya,6,,6,6.0
580,3000439,KKR 1st Inns,12.0,"Axar to Gambhir, 1 run, 33rd IPL fifty for GG. Equals Warner's record for the most number of fifties. Waves his bat around to acknowledge the Eden Garden crowd. Reaches the milestone with a wristy flick through mid-wicket",Axar to Gambhir,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, 33rd IPL fifty for GG. Equals Warner's record for the most number of fifties. Waves his bat around to acknowledge the Eden Garden crowd. Reaches the milestone with a wristy flick through mid-wicket",KKR,Axar,Gambhir,Gambhir,,Axar,,7,,4,
624,3000439,KXIP 1st Inns,2.5,"Boult to Vohra, 1 run, Narine has shelled a sitter at third man. Oh dear. Boult just turns around in despair. A short of length delivery, Vohra tries to pull off the front foot and sends a top-edge flying down to third man. They don't come easier than that",Boult to Vohra,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, Narine has shelled a sitter at third man. Oh dear. {{BOWLER}} just turns around in despair. A short of length delivery, {{BATSMAN}} tries to pull off the front foot and sends a top-edge flying down to third man. They don't come easier than that",KXIP,Boult,Vohra,Vohra,,Boult,,5,,5,
632,3000439,KXIP 1st Inns,7.3,"Narine to Amla, 1 run, fires them in, 103kph, Amla punches it to the right of point and quickly goes through to the other end",Narine to Amla,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, fires them in, 103kph, {{BATSMAN}} punches it to the right of point and quickly goes through to the other end",KXIP,Narine,Amla,Amla,,Narine,,4,,6,
635,3000439,KXIP 1st Inns,8.3,"Woakes to Maxwell, 1 run, dropped by Uthappa! Definitely two noises there. Back of length, cutting in and takes the inside edge. The ball deflects off Maxwell's thigh as well. Uthappa dives to his left with one hand but the ball hits him hard on the glove",Woakes to Maxwell,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, dropped by Uthappa! Definitely two noises there. Back of length, cutting in and takes the inside edge. The ball deflects off {{BATSMAN}}'s thigh as well. Uthappa dives to his left with one hand but the ball hits him hard on the glove",KXIP,Woakes,Maxwell,Maxwell,,Woakes,,7,,6,
660,3210359,RCB 1st Inns,12.2,"Krunal Pandya to de Villiers, 1 run, dropped! Buttler went backwards at deep-midwicket, then circled under it and drops it in the end. That was a mistimed slog-sweep and the ball stayed in the sky for a long long time. Buttler messed it up by never really judging it",Krunal Pandya to de Villiers,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, dropped! Buttler went backwards at {{BATSMAN}}ep-midwicket, then circled un{{BATSMAN}}r it and drops it in the end. That was a mistimed slog-sweep and the ball stayed in the sky for a long long time. Buttler messed it up by never really judging it",RCB,Krunal Pandya,de Villiers,de,Villiers,Krunal,Pandya,2,8.0,6,6.0
720,8517839,RPS 1st Inns,16.1,"Jadeja to Manoj Tiwary, 1 run, hammered back at the bowler and that's not really a chance. Props to Jadeja for getting his hands in position quick enough and attempt a catch but he can't hold on. It was hit powerfully. Saved a boundary really",Jadeja to Manoj Tiwary,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, hammered back at the bowler and that's not really a chance. Props to {{BOWLER}} for getting his hands in position quick enough and attempt a catch but he can't hold on. It was hit powerfully. Saved a boundary really",RPS,Jadeja,Manoj Tiwary,Manoj,Tiwary,Jadeja,,5,6.0,6,
764,1036316,KKR 1st Inns,5.3,"Rashid Khan to Uthappa, 1 run, flicks to square leg and rushes for a non-existent single. Dhawan aims at the bowler's end and misses, had that hit Uthappa was a goner. He is living dangerously here",Rashid Khan to Uthappa,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, flicks to square leg and rushes for a non-existent single. Dhawan aims at the bowler's end and misses, had that hit {{BATSMAN}} was a goner. He is living dangerously here",KKR,Rashid Khan,Uthappa,Uthappa,,Rashid,Khan,7,,6,4.0
785,1036316,SRH 1st Inns,2.0,"Boult to Dhawan, 1 run, catch it is the cry, but Woakes can't hold onto it. That came in at a rapid pace. Once again, Dhawan gives the charge and this time he slashes it off the middle of the bat. The Englishman at cover-point dived to his right and half-stopped it. Saved three runs there",Boult to Dhawan,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, catch it is the cry, but Woakes can't hold onto it. That came in at a rapid pace. Once again, {{BATSMAN}} gives the charge and this time he slashes it off the middle of the bat. The Englishman at cover-point dived to his right and half-stopped it. Saved three runs there",SRH,Boult,Dhawan,Dhawan,,Boult,,6,,5,
802,8351592,DC 1st Inns,12.0,"Mohit Sharma to Billings, 1 run, fifty for Billings. Raises his bat and acknowledges the applause from the home crowd. Still a long way to go for him. The pitch has started to get slower and run making is not going to be easy. With him being set, DD would want him to carry on. Coming to the ball: Plays the slower delivery with soft hands into the off-side ring and jogs across to the other end",Mohit Sharma to Billings,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, fifty for {{BATSMAN}}. Raises his bat and acknowledges the applause from the home crowd. Still a long way to go for him. The pitch has started to get slower and run making is not going to be easy. With him being set, DD would want him to carry on. Coming to the ball: Plays the slower delivery with soft hands into the off-side ring and jogs across to the other end",DC,Mohit Sharma,Billings,Billings,,Mohit,Sharma,8,,5,6.0
826,8351592,DC 1st Inns,6.1,"Cariappa to Billings, 1 run, rushes it through outside off, Billings goes deep in his crease and pats it softly to cover",Cariappa to Billings,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, rushes it through outside off, {{BATSMAN}} goes deep in his crease and pats it softly to cover",DC,Cariappa,Billings,Billings,,Cariappa,,8,,8,
838,8351592,KXIP 1st Inns,12.0,"Corey Anderson to Miller, 1 run, is that a dropped catch? It looks like it. Another very full ball, Miller crashes it to the right of cover where Zaheer goes across low with both hands but fails to hold on",Corey Anderson to Miller,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, is that a dropped catch? It looks like it. Another very full ball, {{BATSMAN}} crashes it to the right of cover where Zaheer goes across low with both hands but fails to hold on",KXIP,Corey Anderson,Miller,Miller,,Corey,Anderson,6,,5,8.0
845,8351592,KXIP 1st Inns,18.1,"Pat Cummins to Axar, 1 run, dabs a short of length off-cutter straight to short third man. They impetuously run across for a non-existent single. Mohit had given up. No direct hit though",Pat Cummins to Axar,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, dabs a short of length off-cutter straight to short third man. They impetuously run across for a non-existent single. Mohit had given up. No direct hit though",KXIP,Pat Cummins,Axar,Axar,,Pat,Cummins,4,,3,7.0
856,8351592,KXIP 1st Inns,4.5,"Chris Morris to Miller, 1 run, ah! A direct hit there at the striker's end would have been curtains to Eoin Morgan! Miller taps this length ball to covers with soft hands and sets off. Billings chases it down and fires in a throw quickly. Misses the target just by a few inches",Chris Morris to Miller,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, ah! A direct hit there at the striker's end would have been curtains to Eoin Morgan! {{BATSMAN}} taps this length ball to covers with soft hands and sets off. Billings chases it down and fires in a throw quickly. Misses the target just by a few inches",KXIP,Chris Morris,Miller,Miller,,Chris,Morris,6,,5,6.0
863,7374716,GL 1st Inns,10.3,"Krunal Pandya to Brendon McCullum, 1 run, fifty for McCullum. A very unlike McCullum innings this. Waves his bat around and is congratulated by his skipper. Looked scratchy to start off and has slowly found his bearings. GL would want him to continue. Flatter and on off, worked to deep square leg",Krunal Pandya to Brendon McCullum,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, fifty for {{BATSMAN}}. A very unlike {{BATSMAN}} innings this. Waves his bat around and is congratulated by his skipper. Looked scratchy to start off and has slowly found his bearings. {{TEAM}} would want him to continue. Flatter and on off, worked to deep square leg",GL,Krunal Pandya,Brendon McCullum,Brendon,McCullum,Krunal,Pandya,7,8.0,6,6.0
864,7374716,GL 1st Inns,11.0,"Krunal Pandya to Raina, 1 run, direct hit and McCullum would have been on his bike. Raina punched this towards extra cover, where Suchith got a good bounce and it was to his strong hand as well. Fires a throw at the striker's end and fails to hit the stumps. McCullum was stretching and would have been touch and go",Krunal Pandya to Raina,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, direct hit and McCullum would have been on his bike. {{BATSMAN}} punched this towards extra cover, where Suchith got a good bounce and it was to his strong hand as well. Fires a throw at the striker's end and fails to hit the stumps. McCullum was stretching and would have been touch and go",GL,Krunal Pandya,Raina,Raina,,Krunal,Pandya,5,,6,6.0
887,7374716,MI 1st Inns,1.4,"Basil Thampi to Nitish Rana, 1 run, dropped! Jason Roy has put down a dolly. The pacy short ball catches Rana by surprise. He still persists with his pull shot and gets it off the top part of the willow. The ball balloons up on the leg-side. Roy, at mid-wicket, runs back, settles under it and makes a mess of it. Thampi can't believe it. He has to wait for his first IPL wicket",Basil Thampi to Nitish Rana,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, dropped! Jason Roy has put down a dolly. The pacy short ball catches {{BATSMAN}} by surprise. He still persists with his pull shot and gets it off the top part of the willow. The ball balloons up on the leg-side. Roy, at mid-wicket, runs back, settles under it and makes a mess of it. {{BOWLER}} can't believe it. He has to wait for his first IPL wicket",MI,Basil Thampi,Nitish Rana,Nitish,Rana,Basil,Thampi,6,4.0,5,6.0
895,7374716,MI 1st Inns,16.1,"Andrew Tye to Rohit, 1 run, as expected starts with a slower delivery outside off, Rohit drives to sweeper cover",Andrew Tye to Rohit,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, as expected starts with a slower delivery outside off, {{BATSMAN}} drives to sweeper cover",MI,Andrew Tye,Rohit,Rohit,,Andrew,Tye,5,,6,3.0
898,7374716,MI 1st Inns,17.2,"Basil Thampi to Pollard, 1 run, run-out chance and Kishan hits the stump mic instead of the stumps. Pollard was a goner. Thampi nails the wide yorker, Pollard digs it to point and sets off for the single, no response from Rohit and he had to turn back, well short with a direct hit. No one backing up and the duo eventually get the single",Basil Thampi to Pollard,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, run-out chance and Kishan hits the stump mic instead of the stumps. {{BATSMAN}} was a goner. {{BOWLER}} nails the wide yorker, {{BATSMAN}} digs it to point and sets off for the single, no response from Rohit and he had to turn back, well short with a direct hit. No one backing up and the duo eventually get the single",MI,Basil Thampi,Pollard,Pollard,,Basil,Thampi,7,,5,6.0
923,9515142,RCB 1st Inns,17.4,"SN Thakur to Binny, 1 run, what an effort from Stokes. This is stunning fielding. He's actually caught the ball and has control over it, but he doesn't have control over his weight which is causing him to fall over the ropes. So he has to flick it back in - does so incredibly, through his legs. Lots of height from Binny on the slog, fair amount of distance too. Stokes's foot is stationed just a foot inside the ropes at wide long-on, he takes it overhead, and flicks it in. They just take a single",SN Thakur to Binny,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, what an effort from Stokes. This is stunning fielding. He's actually caught the ball and has control over it, but he doesn't have control over his weight which is causing him to fall over the ropes. So he has to flick it back in - does so incredibly, through his legs. Lots of height from {{BATSMAN}} on the slog, fair amount of distance too. Stokes's foot is stationed just a foot inside the ropes at wide long-on, he takes it overhead, and flicks it in. They just take a single",RCB,SN Thakur,Binny,Binny,,SN,Thakur,5,,2,6.0
925,9515142,RCB 1st Inns,18.1,"Unadkat to Milne, 1 run, slower back of a length delivery on middle, Milne glances it to short fine leg. Badree was struggling had Thakur hit direct",Unadkat to Milne,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, slower back of a length delivery on middle, {{BATSMAN}} glances it to short fine leg. Badree was struggling had Thakur hit direct",RCB,Unadkat,Milne,Milne,,Unadkat,,5,,7,
982,2969824,DC 1st Inns,18.3,"Coulter-Nile to Chris Morris, 1 run, dropped! Tough chance, but when you get two hands, you have to catch it. Short delivery and Morris is hurried into the pull, spliced towards long-on. Umesh runs forward and across, overruns and the ball comes near his waist while he was diving forward, hits his hands and pops out. GG is not happy with the effort",Coulter-Nile to Chris Morris,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, dropped! Tough chance, but when you get two hands, you have to catch it. Short delivery and {{BATSMAN}} is hurried into the pull, spliced towards long-on. Umesh runs forward and across, overruns and the ball comes near his waist while he was diving forward, hits his hands and pops out. GG is not happy with the effort",DC,Coulter-Nile,Chris Morris,Chris,Morris,Coulter-Nile,,5,6.0,12,
983,2969824,DC 1st Inns,18.5,"Coulter-Nile to Chris Morris, 1 run, Morris living a charmed life. Now, GG puts one down. What do you say now skipper? Umesh might be asking. It was a straightforward chance unlike his. Slower delivery and Morris is early into the drive, toe-ends it towards extra cover. It was going in slow motion and GG lost it in the background. The ball hit his fingers and went to ground",Coulter-Nile to Chris Morris,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, {{BATSMAN}} living a charmed life. Now, GG puts one down. What do you say now skipper? Umesh might be asking. It was a straightforward chance unlike his. Slower delivery and {{BATSMAN}} is early into the drive, toe-ends it towards extra cover. It was going in slow motion and GG lost it in the background. The ball hit his fingers and went to ground",DC,Coulter-Nile,Chris Morris,Chris,Morris,Coulter-Nile,,5,6.0,12,
1045,9296666,KXIP 1st Inns,16.4,"Bhuvneshwar to Vohra, 1 run, put down, put down! Dhawan seemed to have grabbed that for a split second, but no, it's down. Back of a length outside off, Vohra carves it off the back foot but he's hit it very close to sweeper cover. The ball was travelling though and Dhawan can't hang onto it as he was on the move",Bhuvneshwar to Vohra,ONE,"{{BOWLER}} to {{BATSMAN}}, 1 run, put down, put down! Dhawan seemed to have grabbed that for a split second, but no, it's down. Back of a length outside off, {{BATSMAN}} carves it off the back foot but he's hit it very close to sweeper cover. The ball was travelling though and Dhawan can't hang onto it as he was on the move",KXIP,Bhuvneshwar,Vohra,Vohra,,Bhuvneshwar,,5,,11,
