Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
25,4281444,RCB 1st Inns,5.0,"Cutting to Gayle, FOUR, not convincing, but Gayle will take that. A very good over from Cutting. Just misses the length this ball, goes full and that allows Gayle to get underneath and hoick it over mid-wicket. Not off the middle but enough to clear the fielder",Cutting to Gayle,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, not convincing, but {{BATSMAN}} will take that. A very good over from {{BOWLER}}. Just misses the length this ball, goes full and that allows {{BATSMAN}} to get underneath and hoick it over mid-wicket. Not off the middle but enough to clear the fielder",RCB,Cutting,Gayle,Gayle,,Cutting,,5,,7,
26,4281444,RCB 1st Inns,5.2,"Rashid Khan to Mandeep, FOUR, Rashid throws it up once more and this time Mandeep threads the crowded off-side field. Overpitched and Mandeep went full-throttle on the drive, raced to the sweeper fence",Rashid Khan to Mandeep,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BOWLER}} throws it up once more and this time {{BATSMAN}} threads the crowded off-side field. Overpitched and {{BATSMAN}} went full-throttle on the drive, raced to the sweeper fence",RCB,Rashid Khan,Mandeep,Mandeep,,Rashid,Khan,7,,6,4.0
30,4281444,RCB 1st Inns,7.1,"Rashid Khan to Head, FOUR, lots of flighted and lands as a half volley, Head gets a good stride forward and drives it past Henriques at extra cover, the timing was superb as long-off had no chance of cutting that off",Rashid Khan to Head,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, lots of flighted and lands as a half volley, {{BATSMAN}} gets a good stride forward and drives it past Henriques at extra cover, the timing was superb as long-off had no chance of cutting that off",RCB,Rashid Khan,Head,Head,,Rashid,Khan,4,,6,4.0
31,4281444,RCB 1st Inns,8.0,"Rashid Khan to Kedar Jadhav, FOUR, ordinary delivery from Rashid and Jadhav is all over it. The young man is shaking his head while taking his cap from the umpire. Half tracker which sat up nicely for Jadhav, who pulls it between deep mid-wicket and long-on",Rashid Khan to Kedar Jadhav,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, ordinary delivery from {{BOWLER}} and {{BATSMAN}} is all over it. The young man is shaking his head while taking his cap from the umpire. Half tracker which sat up nicely for {{BATSMAN}}, who pulls it between deep mid-wicket and long-on",RCB,Rashid Khan,Kedar Jadhav,Kedar,Jadhav,Rashid,Khan,5,6.0,6,4.0
33,4281444,RCB 1st Inns,9.1,"Henriques to Head, FOUR, Head does the most of the full length delivery, stays deep in the crease and opens himself up to free his arms, smashes it straight down the ground and even a quick Warner could not reach that from long-on",Henriques to Head,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BATSMAN}} does the most of the full length delivery, stays deep in the crease and opens himself up to free his arms, smashes it straight down the ground and even a quick Warner could not reach that from long-on",RCB,Henriques,Head,Head,,Henriques,,4,,9,
34,4281444,SRH 1st Inns,0.3,"Tymal Mills to Warner, FOUR, lovely shot, sublime timing on that one from Warner, it wasn't anything more than a back-foot punch. This was a back of a length delivery outside off, he got on top of the bounce and placed it in the gap past point",Tymal Mills to Warner,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, lovely shot, sublime timing on that one from {{BATSMAN}}, it wasn't anything more than a back-foot punch. This was a back of a length delivery outside off, he got on top of the bounce and placed it in the gap past point",SRH,Tymal Mills,Warner,Warner,,Tymal,Mills,6,,5,5.0
35,4281444,SRH 1st Inns,1.2,"Aniket Choudhary to Warner, FOUR, smashed, width on offer from Choudhary, Warner gets forward and thumps it over mid-off, couple of bounces and over the ropes",Aniket Choudhary to Warner,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, smashed, width on offer from {{BOWLER}}, {{BATSMAN}} gets forward and thumps it over mid-off, couple of bounces and over the ropes",SRH,Aniket Choudhary,Warner,Warner,,Aniket,Choudhary,6,,6,9.0
38,4281444,SRH 1st Inns,10.2,"Binny to Dhawan, FOUR, oh boy. He's toying around with the bowling out here. Binny looks to go wide outside off with the shortened length as well. But Dhawan in all his confidence walks across, crouches and half-pulls, half-sweeps it past the reach of the man at 45-degrees behind square",Binny to Dhawan,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, oh boy. He's toying around with the bowling out here. {{BOWLER}} looks to go wide outside off with the shortened length as well. But {{BATSMAN}} in all his confidence walks across, crouches and half-pulls, half-sweeps it past the reach of the man at 45-degrees behind square",SRH,Binny,Dhawan,Dhawan,,Binny,,6,,5,
40,4281444,SRH 1st Inns,11.5,"Aravind to Yuvraj, FOUR, here's the pick up. Vintage Yuvraj. Helped by an allying half volley on the pads at gentle pace and all he does with it is lovingly lofts his flick. All the timing and a bounce into the mid-wicket fence",Aravind to Yuvraj,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, here's the pick up. Vintage {{BATSMAN}}. Helped by an allying half volley on the pads at gentle pace and all he does with it is lovingly lofts his flick. All the timing and a bounce into the mid-wicket fence",SRH,Aravind,Yuvraj,Yuvraj,,Aravind,,6,,7,
41,4281444,SRH 1st Inns,12.1,"Aniket Choudhary to Yuvraj, FOUR, streaky. But the runs keeps leaking. Does it really matter how. Wide, half way down the track and Yuvraj anticipates the ball to fizz up in flat batting it across. There's barely any climb, and all he gets is the inside edge to impart the direction in guiding it just past the sticks",Aniket Choudhary to Yuvraj,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, streaky. But the runs keeps leaking. Does it really matter how. Wide, half way down the track and {{BATSMAN}} anticipates the ball to fizz up in flat batting it across. There's barely any climb, and all he gets is the inside edge to impart the direction in guiding it just past the sticks",SRH,Aniket Choudhary,Yuvraj,Yuvraj,,Aniket,Choudhary,6,,6,9.0
43,4281444,SRH 1st Inns,12.3,"Aniket Choudhary to Yuvraj, FOUR, and it keeps getting better. Rocks back, stands tall, waits for the short drag down to sit up and swats in his swivel. All the crunch in the timing to reintroduce it back into the fence",Aniket Choudhary to Yuvraj,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, and it keeps getting better. Rocks back, stands tall, waits for the short drag down to sit up and swats in his swivel. All the crunch in the timing to reintroduce it back into the fence",SRH,Aniket Choudhary,Yuvraj,Yuvraj,,Aniket,Choudhary,6,,6,9.0
45,4281444,SRH 1st Inns,13.1,"Watson to Yuvraj, FOUR, back to the usual. Is this a surprise anymore. This time the skipper decides to test him with a short one, one that neither has the pace nor the bounce. And obliged with a swat. As flat as you'd want",Watson to Yuvraj,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, back to the usual. Is this a surprise anymore. This time the skipper decides to test him with a short one, one that neither has the pace nor the bounce. And obliged with a swat. As flat as you'd want",SRH,Watson,Yuvraj,Yuvraj,,Watson,,6,,6,
46,4281444,SRH 1st Inns,14.1,"Aravind to Henriques, FOUR, on the charge. And the slap. The combo bags yet another fence hunter. Walks down, intercepts the length and gets on top of the bounce of this back of a length delivery in flaying it in front of square",Aravind to Henriques,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, on the charge. And the slap. The combo bags yet another fence hunter. Walks down, intercepts the length and gets on top of the bounce of this back of a length delivery in flaying it in front of square",SRH,Aravind,Henriques,Henriques,,Aravind,,9,,7,
51,4281444,SRH 1st Inns,16.3,"Tymal Mills to Yuvraj, FOUR, head on. The battle continues. With Mills keen on cramping him up with the short pepper gets it barely up to the ribs. Just when he spots the bat going flat and the face pointing upwards in hooking it away. Behind square it flies",Tymal Mills to Yuvraj,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, head on. The battle continues. With {{BOWLER}} keen on cramping him up with the short pepper gets it barely up to the ribs. Just when he spots the bat going flat and the face pointing upwards in hooking it away. Behind square it flies",SRH,Tymal Mills,Yuvraj,Yuvraj,,Tymal,Mills,6,,5,5.0
53,4281444,SRH 1st Inns,17.3,"Aniket Choudhary to Yuvraj, FOUR, a salute in celebration. Takes the bat to his head in holding it up to his team mates inside. Covers all his sticks with a shuffle and after getting bored of the wides throws the kitchen sink at it and slaps it over point. #HisFastestIPLFifty",Aniket Choudhary to Yuvraj,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, a salute in celebration. Takes the bat to his head in holding it up to his team mates inside. Covers all his sticks with a shuffle and after getting bored of the wides throws the kitchen sink at it and slaps it over point. #HisFastestIPLFifty",SRH,Aniket Choudhary,Yuvraj,Yuvraj,,Aniket,Choudhary,6,,6,9.0
54,4281444,SRH 1st Inns,18.2,"Tymal Mills to Yuvraj, FOUR, full, down leg. Nothing right with that. Certainly not if fine leg is inside. Certainly not if that man is Chris Gayle. All Yuvraj has to do is get the bat down in giving it some tickle. And places it wide and into the ropes",Tymal Mills to Yuvraj,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, full, down leg. Nothing right with that. Certainly not if fine leg is inside. Certainly not if that man is Chris Gayle. All {{BATSMAN}} has to do is get the bat down in giving it some tickle. And places it wide and into the ropes",SRH,Tymal Mills,Yuvraj,Yuvraj,,Tymal,Mills,6,,5,5.0
58,4281444,SRH 1st Inns,2.0,"Aniket Choudhary to Henriques, FOUR, eventful first over from Choudhary, a wicket and 16 runs. Another freebie to end his over, short and wide outside off, Henriques was all over it as he cracked it square past point, beats the inner ring and rolls away to the fence",Aniket Choudhary to Henriques,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, eventful first over from {{BOWLER}}, a wicket and 16 runs. Another freebie to end his over, short and wide outside off, {{BATSMAN}} was all over it as he cracked it square past point, beats the inner ring and rolls away to the fence",SRH,Aniket Choudhary,Henriques,Henriques,,Aniket,Choudhary,9,,6,9.0
61,4281444,SRH 1st Inns,4.5,"Aravind to Henriques, FOUR, too short from Aravind, can't bowl those at his pace. Henriques swivels across, rolls his wrists and pulls it behind square on the on-side for a boundary",Aravind to Henriques,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, too short from {{BOWLER}}, can't bowl those at his pace. {{BATSMAN}} swivels across, rolls his wrists and pulls it behind square on the on-side for a boundary",SRH,Aravind,Henriques,Henriques,,Aravind,,9,,7,
62,4281444,SRH 1st Inns,5.1,"Watson to Dhawan, FOUR, gentle loosener from Watson, short and on Dhawan's hips, he swivels across, uses the pace on the ball and helps it behind square on the on-side for a boundary",Watson to Dhawan,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, gentle loosener from {{BOWLER}}, short and on {{BATSMAN}}'s hips, he swivels across, uses the pace on the ball and helps it behind square on the on-side for a boundary",SRH,Watson,Dhawan,Dhawan,,Watson,,6,,6,
63,4281444,SRH 1st Inns,5.2,"Watson to Dhawan, FOUR, lovely shot, Dhawan is getting into his groove now. Comes down the track, doesn't get close to the ball, that allows him to free his arms and drill it back past the umpire, no need to run for those",Watson to Dhawan,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, lovely shot, {{BATSMAN}} is getting into his groove now. Comes down the track, doesn't get close to the ball, that allows him to free his arms and drill it back past the umpire, no need to run for those",SRH,Watson,Dhawan,Dhawan,,Watson,,6,,6,
64,4281444,SRH 1st Inns,5.4,"Watson to Dhawan, FOUR, juicy full-toss and Dhawan has put it away, turning out to be an expensive start from Watson. Dhawan leans into the shot and finds the gap wide of mid-off, no need to run for those",Watson to Dhawan,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, juicy full-toss and {{BATSMAN}} has put it away, turning out to be an expensive start from {{BOWLER}}. {{BATSMAN}} leans into the shot and finds the gap wide of mid-off, no need to run for those",SRH,Watson,Dhawan,Dhawan,,Watson,,6,,6,
65,4281444,SRH 1st Inns,5.5,"Watson to Dhawan, FOUR, make that four fours of the over, banged in short and on the stumps, Dhawan swivels across, rolls his wrists and pulls it behind square on the on-side. Watson was expensive in the final of IPL 2016, he has started badly here once again",Watson to Dhawan,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, make that four fours of the over, banged in short and on the stumps, {{BATSMAN}} swivels across, rolls his wrists and pulls it behind square on the on-side. {{BOWLER}} was expensive in the final of IPL 2016, he has started badly here once again",SRH,Watson,Dhawan,Dhawan,,Watson,,6,,6,
67,7898444,MI 1st Inns,0.4,"Dinda to Parthiv Patel, FOUR, thank you Dinda says Parthiv Patel as he clips a leg-side dross fine to claim his first boundary",Dinda to Parthiv Patel,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, thank you {{BOWLER}} says {{BATSMAN}} as he clips a leg-side dross fine to claim his first boundary",MI,Dinda,Parthiv Patel,Parthiv,Patel,Dinda,,7,5.0,5,
68,7898444,MI 1st Inns,1.1,"Chahar to Buttler, FOUR, length ball outside off and Buttler is away. Swats it across the line and gets it wide of mid-on",Chahar to Buttler,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, length ball outside off and {{BATSMAN}} is away. Swats it across the line and gets it wide of mid-on",MI,Chahar,Buttler,Buttler,,Chahar,,7,,6,
69,7898444,MI 1st Inns,1.3,"Chahar to Buttler, FOUR, shuffles across and flicks a ball from middle stump, easily done. With fine leg inside the ring that was always asking for trouble, Buttler obliged",Chahar to Buttler,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, shuffles across and flicks a ball from middle stump, easily done. With fine leg inside the ring that was always asking for trouble, {{BATSMAN}} obliged",MI,Chahar,Buttler,Buttler,,Chahar,,7,,6,
70,7898444,MI 1st Inns,10.5,"Zampa to Nitish Rana, FOUR, Zampa not getting the googly right. Again down leg and this time Rana gets a bit of bat/glove on that. The ball races away fine beating the short fine fielder",Zampa to Nitish Rana,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BOWLER}} not getting the googly right. Again down leg and this time {{BATSMAN}} gets a bit of bat/glove on that. The ball races away fine beating the short fine fielder",MI,Zampa,Nitish Rana,Nitish,Rana,Zampa,,6,4.0,5,
74,7898444,MI 1st Inns,14.1,"Tahir to Pollard, FOUR, Pollard welcomes him with a thumping drive. Bit of air and Pollard plants his front foot forward, smashed it straight back over the bowler's head. Didn't bother to run, he knew he had middled it",Tahir to Pollard,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BATSMAN}} welcomes him with a thumping drive. Bit of air and {{BATSMAN}} plants his front foot forward, smashed it straight back over the bowler's head. Didn't bother to run, he knew he had middled it",MI,Tahir,Pollard,Pollard,,Tahir,,7,,5,
75,7898444,MI 1st Inns,15.1,"Zampa to Pollard, FOUR, Pollard goes downtown once more and gets the desired result. Zampa goes fuller with the tossed up delivery and Pollard drills it straight back at Zampa, who is slow to get down and stop it",Zampa to Pollard,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BATSMAN}} goes downtown once more and gets the desired result. {{BOWLER}} goes fuller with the tossed up delivery and {{BATSMAN}} drills it straight back at {{BOWLER}}, who is slow to get down and stop it",MI,Zampa,Pollard,Pollard,,Zampa,,7,,5,
79,7898444,MI 1st Inns,18.0,"Dinda to Pollard, FOUR, unlucky and Dinda have been synonyms today. Full and outside off, Pollard throws everything he's got at that and the outside edge flies away fine and Dinda just stands there in his teapot position",Dinda to Pollard,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, unlucky and {{BOWLER}} have been synonyms today. Full and outside off, {{BATSMAN}} throws everything he's got at that and the outside edge flies away fine and {{BOWLER}} just stands there in his teapot position",MI,Dinda,Pollard,Pollard,,Dinda,,7,,5,
85,7898444,MI 1st Inns,19.4,"Dinda to Hardik Pandya, FOUR, four more. Already 22 off the over. A game-changing over this. Fifty up for Dinda. Full and wide outside off, Pandya throws the kitchen sink at that and the outside edge flies wide of Dhoni",Dinda to Hardik Pandya,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, four more. Already 22 off the over. A game-changing over this. Fifty up for {{BOWLER}}. Full and wide outside off, {{BATSMAN}} throws the kitchen sink at that and the outside edge flies wide of Dhoni",MI,Dinda,Hardik Pandya,Hardik,Pandya,Dinda,,6,6.0,5,
87,7898444,MI 1st Inns,2.2,"Dinda to Parthiv Patel, FOUR, sat up on a perfect length to be smashed, Parthiv Patel rocks back and nails the pull over mid-wicket. Take four!",Dinda to Parthiv Patel,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, sat up on a perfect length to be smashed, {{BATSMAN}} rocks back and nails the pull over mid-wicket. Take four!",MI,Dinda,Parthiv Patel,Parthiv,Patel,Dinda,,7,5.0,5,
88,7898444,MI 1st Inns,2.5,"Dinda to Parthiv Patel, FOUR, this pitch is a belter, 180 is a must. Half-volley outside off, Parthiv Patel stands tall and slams it straight of mid-off who dives in vain",Dinda to Parthiv Patel,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, this pitch is a belter, 180 is a must. Half-volley outside off, {{BATSMAN}} stands tall and slams it straight of mid-off who dives in vain",MI,Dinda,Parthiv Patel,Parthiv,Patel,Dinda,,7,5.0,5,
93,7898444,MI 1st Inns,4.1,"Tahir to Parthiv Patel, FOUR, floated full on leg-stump, Parthiv Patel sits up and brooms it away with sheer disdain, rocketed away behind square",Tahir to Parthiv Patel,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, floated full on leg-stump, {{BATSMAN}} sits up and brooms it away with sheer disdain, rocketed away behind square",MI,Tahir,Parthiv Patel,Parthiv,Patel,Tahir,,7,5.0,5,
95,7898444,MI 1st Inns,5.4,"Chahar to Buttler, FOUR, gives himself a lot of room as he skates down the pitch, pierces the gap between extra cover and mid-off to perfection. Fast hands, full flow of the willow. Jos-outrageously-talented-Buttler",Chahar to Buttler,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, gives himself a lot of room as he skates down the pitch, pierces the gap between extra cover and mid-off to perfection. Fast hands, full flow of the willow. Jos-outrageously-talented-{{BATSMAN}}",MI,Chahar,Buttler,Buttler,,Chahar,,7,,6,
101,7898444,RPS 1st Inns,0.2,"Southee to Mayank Agarwal, FOUR, edged and four, streaky but Mayank will take those. There wasn't a first slip, Buttler dived to his left from second, but can't get to the ball. On a good length and holding its line outside off, Agarwal just hung his bat at that, the edge bisected the keeper and second slip to perfection",Southee to Mayank Agarwal,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, edged and four, streaky but {{BATSMAN}} will take those. There wasn't a first slip, Buttler dived to his left from second, but can't get to the ball. On a good length and holding its line outside off, {{BATSMAN}} just hung his bat at that, the edge bisected the keeper and second slip to perfection",RPS,Southee,Mayank Agarwal,Mayank,Agarwal,Southee,,6,7.0,7,
102,7898444,RPS 1st Inns,1.1,"Hardik Pandya to Rahane, FOUR, he's peirced the gap to perfection, just a tiny gap between the fielder at point and cover-point and Rahane found it. Played with an open face, allowed the ball to come onto him and gets it in the gap past point",Hardik Pandya to Rahane,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, he's peirced the gap to perfection, just a tiny gap between the fielder at point and cover-point and {{BATSMAN}} found it. Played with an open face, allowed the ball to come onto him and gets it in the gap past point",RPS,Hardik Pandya,Rahane,Rahane,,Hardik,Pandya,6,,6,6.0
103,7898444,RPS 1st Inns,1.2,"Hardik Pandya to Rahane, FOUR, edged and four, on a good length and in that channel outside off, drew Rahane into the drive, he went with hard hands and gets a thick edge past the lone slip, rolls away to the fence in a hurry",Hardik Pandya to Rahane,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, edged and four, on a good length and in that channel outside off, drew {{BATSMAN}} into the drive, he went with hard hands and gets a thick edge past the lone slip, rolls away to the fence in a hurry",RPS,Hardik Pandya,Rahane,Rahane,,Hardik,Pandya,6,,6,6.0
104,7898444,RPS 1st Inns,1.5,"Hardik Pandya to Rahane, FOUR, lovely shot, on a good length and well outside off, Rahane gets a big stride forward and lifts it over the head of the man at mid-off, couple of bounces and over the ropes",Hardik Pandya to Rahane,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, lovely shot, on a good length and well outside off, {{BATSMAN}} gets a big stride forward and lifts it over the head of the man at mid-off, couple of bounces and over the ropes",RPS,Hardik Pandya,Rahane,Rahane,,Hardik,Pandya,6,,6,6.0
106,7898444,RPS 1st Inns,11.4,"Bumrah to Stokes, FOUR, heaves the pull away over mid-wicket. He was quickly in position for that. Short of length from Bumrah and the ball just sits up. Stokes drags it from outside off with a lot of muscle",Bumrah to Stokes,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, heaves the pull away over mid-wicket. He was quickly in position for that. Short of length from {{BOWLER}} and the ball just sits up. {{BATSMAN}} drags it from outside off with a lot of muscle",RPS,Bumrah,Stokes,Stokes,,Bumrah,,6,,6,
107,7898444,RPS 1st Inns,12.3,"McClenaghan to Smith, FOUR, plants his back foot at least a couple of feet outside off, rocks back, and mows the pull through square leg. The footwork had Smith written all over it",McClenaghan to Smith,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, plants his back foot at least a couple of feet outside off, rocks back, and mows the pull through square leg. The footwork had {{BATSMAN}} written all over it",RPS,McClenaghan,Smith,Smith,,McClenaghan,,5,,11,
108,7898444,RPS 1st Inns,12.5,"McClenaghan to Smith, FOUR, that will run away. McClenaghan strays in line and bowls it on leg-stump. Smith simply had to glance it away past the fielder at short fine leg. Neat wrists",McClenaghan to Smith,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, that will run away. {{BOWLER}} strays in line and bowls it on leg-stump. {{BATSMAN}} simply had to glance it away past the fielder at short fine leg. Neat wrists",RPS,McClenaghan,Smith,Smith,,McClenaghan,,5,,11,
110,7898444,RPS 1st Inns,13.1,"Pollard to Smith, FOUR, oh poor ball. A short of length delivery which sits up around the waist and Smith drags it away past short fine leg. Big decision to get Pollard in here",Pollard to Smith,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, oh poor ball. A short of length delivery which sits up around the waist and {{BATSMAN}} drags it away past short fine leg. Big decision to get {{BOWLER}} in here",RPS,Pollard,Smith,Smith,,Pollard,,5,,7,
