Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
1129,5231444,RCB 1st Inns,19.0,"Andrew Tye to Kedar Jadhav, 2 runs, dropped. Hard chance though since he was in his followthrough. Looked like the knuckle ball, Jadhav played it too early, gets a leading edge that popped back to Tye, who leapt with both hands outstretched. Can't cling onto the offering. Parries it towards long-off and they will steal a brace",Andrew Tye to Kedar Jadhav,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, dropped. Hard chance though since he was in his followthrough. Looked like the knuckle ball, {{BATSMAN}} played it too early, gets a leading edge that popped back to {{BOWLER}}, who leapt with both hands outstretched. Can't cling onto the offering. Parries it towards long-off and they will steal a brace",RCB,Andrew Tye,Kedar Jadhav,Kedar,Jadhav,Andrew,Tye,5,6.0,6,3.0
1180,1005940,SRH 1st Inns,12.0,"Mishra to Williamson, 2 runs, fifty for Williamson. First game and he's already making an impact. Whichever format it is just pleasing to watch KW bat. Moves away to the leg-side, reads the googly off the surface and works it in the gap in front of square on the leg-side, sprints back for the second and raises his bat to acknowledge the applause",Mishra to Williamson,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, fifty for {{BATSMAN}}. First game and he's already making an impact. Whichever format it is just pleasing to watch KW bat. Moves away to the leg-side, reads the googly off the surface and works it in the gap in front of square on the leg-side, sprints back for the second and raises his bat to acknowledge the applause",SRH,Mishra,Williamson,Williamson,,Mishra,,10,,6,
1363,3657322,RPS 1st Inns,4.1,"Siraj to Tripathi, 2 runs, Bipul has made a meal of a skier, he never settled himself under the ball, only manages to get his fingertips and lets the ball pop out. This was banged in short and on the stumps, Tripathi was looking to pull, gets a fat top-edge, high and behind square on the on-side. Bipul called for the catch, it kept swirling around, so did he and wasn't in any position in the end",Siraj to Tripathi,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, Bipul has made a meal of a skier, he never settled himself under the ball, only manages to get his fingertips and lets the ball pop out. This was banged in short and on the stumps, {{BATSMAN}} was looking to pull, gets a fat top-edge, high and behind square on the on-side. Bipul called for the catch, it kept swirling around, so did he and wasn't in any position in the end",RPS,Siraj,Tripathi,Tripathi,,Siraj,,8,,5,
1413,1169775,DC 1st Inns,19.3,"Hardik Pandya to Chris Morris, 2 runs, more of the same. Pandya persists with the line way outside off and Morris responds with another square drive. Uppish, whistling away off the turf. Just that this time Krunal is present in putting in the dive to keep it down to a couple. Meanwhile Morris has his fifty to boast of. He doesn't know. He doesn't care",Hardik Pandya to Chris Morris,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, more of the same. {{BOWLER}} persists with the line way outside off and {{BATSMAN}} responds with another square drive. Uppish, whistling away off the turf. Just that this time Krunal is present in putting in the dive to keep it down to a couple. Meanwhile {{BATSMAN}} has his fifty to boast of. He doesn't know. He doesn't care",DC,Hardik Pandya,Chris Morris,Chris,Morris,Hardik,Pandya,5,6.0,6,6.0
1588,7614896,RPS 1st Inns,11.4,"Karn Sharma to Smith, 2 runs, dropped! Harbhajan spills a sitter. That would have been a huge moment in the game. Tossed up on off, Smith not completely down on his knee to sweep, hence the ball lobs towards deep square leg. Harbhajan runs across to his left and goes with both hands, but manages to grass it. He was on the move and that made it difficult for him to control the ball. Karn is disappointed, he should have had his third",Karn Sharma to Smith,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, dropped! Harbhajan spills a sitter. That would have been a huge moment in the game. Tossed up on off, {{BATSMAN}} not completely down on his knee to sweep, hence the ball lobs towards deep square leg. Harbhajan runs across to his left and goes with both hands, but manages to grass it. He was on the move and that made it difficult for him to control the ball. {{BOWLER}} is disappointed, he should have had his third",RPS,Karn Sharma,Smith,Smith,,Karn,Sharma,5,,4,6.0
1622,3554829,KKR 1st Inns,13.5,"Tahir to Gambhir, 2 runs, third umpire was called in but Gambhir has made it. Fifty for skipper. Yet another valuable knock from the skippy. His 100th game for KKR, all as skipper and he has again stepped up in a crucial game. The ball was cut away into the off-side and the throw came in at the striker's end to which Dhoni flicked it back onto the sticks. GG had made it easily",Tahir to Gambhir,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, third umpire was called in but {{BATSMAN}} has made it. Fifty for skipper. Yet another valuable knock from the skippy. His 100th game for {{TEAM}}, all as skipper and he has again stepped up in a crucial game. The ball was cut away into the off-side and the throw came in at the striker's end to which Dhoni flicked it back onto the sticks. GG had made it easily",KKR,Tahir,Gambhir,Gambhir,,Tahir,,7,,5,
1693,1120275,GL 1st Inns,9.0,"Aniket Choudhary to Finch, 2 runs, fastest fifty by a GL player in the history of IPL, off 22 balls. Pitched up, Finch looks to drive firmly, it takes a big chunk of bottom half before dancing down towards the third man fence. A diving stop keeps it down to two, but cannot stop Finch from reaching fifty",Aniket Choudhary to Finch,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, fastest fifty by a {{TEAM}} player in the history of IPL, off 22 balls. Pitched up, {{BATSMAN}} looks to drive firmly, it takes a big chunk of bottom half before dancing down towards the third man fence. A diving stop keeps it down to two, but cannot stop {{BATSMAN}} from reaching fifty",GL,Aniket Choudhary,Finch,Finch,,Aniket,Choudhary,5,,6,9.0
1726,4118946,DC 1st Inns,12.5,"de Grandhomme to Shreyas Iyer, 2 runs, pushes it away into the off-side for a quick single and a direct hit at the bowler's end would have seen the back of Shreyas Iyer but he survives as there was no direct hit and in the end, gets an extra run on the overthrow",de Grandhomme to Shreyas Iyer,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, pushes it away into the off-si{{BOWLER}} for a quick single and a direct hit at the bowler's end would have seen the back of {{BATSMAN}} but he survives as there was no direct hit and in the end, gets an extra run on the overthrow",DC,de Grandhomme,Shreyas Iyer,Shreyas,Iyer,de,Grandhomme,7,4.0,2,10.0
1857,6727718,RCB 1st Inns,17.4,"Christian to Kohli, 2 runs, in the airrrr, just short of the fielder, Tiwary it was. Looks like he didn't see the ball at the last moment and it crashes into his knee",Christian to Kohli,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, in the airrrr, just short of the fielder, Tiwary it was. Looks like he didn't see the ball at the last moment and it crashes into his knee",RCB,Christian,Kohli,Kohli,,Christian,,5,,9,
2057,4078176,MI 1st Inns,2.4,"Milne to Nitish Rana, 2 runs, uppish, Aniket is tested again and he comes second in the race. Lucky escape for Rana. This was a shortish delivery on the leg stump, Rana tried to work it on the on-side, got a leading edge that flew high, deep square leg and short fine leg tried to hunt, but the ball beat the outstretched arm of the latter",Milne to Nitish Rana,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, uppish, Aniket is tested again and he comes second in the race. Lucky escape for {{BATSMAN}}. This was a shortish delivery on the leg stump, {{BATSMAN}} tried to work it on the on-side, got a leading edge that flew high, deep square leg and short fine leg tried to hunt, but the ball beat the outstretched arm of the latter",MI,Milne,Nitish Rana,Nitish,Rana,Milne,,6,4.0,5,
2335,2608816,GL 1st Inns,6.3,"Shami to Raina, 2 runs, dropped. This is turning out to be the kind of knock he played against KKR very early in the tournament. This was in the slot for the batsman, Raina teed off with a slog, went at a catchable height to mid-wicket, although it was hit with power, Samules tried to grab it above his head but it popped out",Shami to Raina,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, dropped. This is turning out to be the kind of knock he played against KKR very early in the tournament. This was in the slot for the batsman, {{BATSMAN}} teed off with a slog, went at a catchable height to mid-wicket, although it was hit with power, Samules tried to grab it above his head but it popped out",GL,Shami,Raina,Raina,,Shami,,5,,5,
2338,2608816,GL 1st Inns,9.0,"Samuels to Raina, 2 runs, worked away off the back foot into the vacant mid-wicket region and that's a fifty for Raina, his 31st in the IPL. Pressure clearly back on Delhi, despite a dream start",Samuels to Raina,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, worked away off the back foot into the vacant mid-wicket region and that's a fifty for {{BATSMAN}}, his 31st in the IPL. Pressure clearly back on Delhi, despite a dream start",GL,Samuels,Raina,Raina,,Samuels,,5,,7,
2413,4825658,SRH 1st Inns,12.5,"Stokes to Yuvraj, 2 runs, direct hit and Yuvraj was struggling. Stokes sprays one down the leg-side from round the wicket, Yuvraj wanted to play his favourite pick-up shot over backward square, right off the cue-end and to deep mid-wicket, Unadkat get the angle and released the ball quickly. Dhoni also failed to collect the ball. Had he even deflected it onto the stumps, Yuvraj was a goner",Stokes to Yuvraj,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, direct hit and {{BATSMAN}} was struggling. {{BOWLER}} sprays one down the leg-side from round the wicket, {{BATSMAN}} wanted to play his favourite pick-up shot over backward square, right off the cue-end and to deep mid-wicket, Unadkat get the angle and released the ball quickly. Dhoni also failed to collect the ball. Had he even deflected it onto the stumps, {{BATSMAN}} was a goner",SRH,Stokes,Yuvraj,Yuvraj,,Stokes,,6,,6,
2520,4967787,RCB 1st Inns,14.5,"de Grandhomme to Mandeep, 2 runs, fifty for Mandeep. First of the season and he's repaid the faith shown in him. Raises his bat and soakes in the applause from the crowd. Nurdled in front of square leg and races back for the second. The running has been excellent from these two",de Grandhomme to Mandeep,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, fifty for {{BATSMAN}}. First of the season and he's repaid the faith shown in him. Raises his bat and soakes in the applause from the crowd. Nurdled in front of square leg and races back for the second. The running has been excellent from these two",RCB,de Grandhomme,Mandeep,Mandeep,,de,Grandhomme,7,,2,10.0
2525,4967787,RCB 1st Inns,18.4,"Woakes to Head, 2 runs, fifty for Head. It is his maiden IPL fifty for him. Good time to get it. The dugout are up on their feet applauding. Very full delivery outside off, Head squeezes the drive to long-off and Negi is quick to get back for the second",Woakes to Head,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, fifty for {{BATSMAN}}. It is his maiden IPL fifty for him. Good time to get it. The dugout are up on their feet applauding. Very full delivery outside off, {{BATSMAN}} squeezes the drive to long-off and Negi is quick to get back for the second",RCB,Woakes,Head,Head,,Woakes,,4,,6,
2550,6360325,GL 1st Inns,16.4,"Aaron to Raina, 2 runs, that kind of a day it has been for Punjab. Gurkeerat misjudges this mistimed loft from Raina. Goes back, comes forward but is late by then, fails to get underneath the ball despite the dive from long-off. Got fingers to that, so will go down as a drop chance",Aaron to Raina,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, that kind of a day it has been for Punjab. Gurkeerat misjudges this mistimed loft from {{BATSMAN}}. Goes back, comes forward but is late by then, fails to get underneath the ball despite the dive from long-off. Got fingers to that, so will go down as a drop chance",GL,Aaron,Raina,Raina,,Aaron,,5,,5,
2784,4550802,KXIP 1st Inns,15.1,"McClenaghan to Shaun Marsh, 2 runs, full toss but Shaun Marsh, in his bid to go too hard on the shot, mistimes it towards long-on. Is still wide of the fielder and fetches him a couple",McClenaghan to Shaun Marsh,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, full toss but {{BATSMAN}}, in his bid to go too hard on the shot, mistimes it towards long-on. Is still wide of the fielder and fetches him a couple",KXIP,McClenaghan,Shaun Marsh,Shaun,Marsh,McClenaghan,,5,5.0,11,
2856,6270193,DC 1st Inns,16.1,"Stokes to Pat Cummins, 2 runs, a direct hit and even Cummins' dive wouldn't have saved him. MS let the ball go and Cummins was sprawling all over the place. Coming to the ball, on a good length and just outside off, eased away backward of square on the off-side",Stokes to Pat Cummins,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, a direct hit and even {{BATSMAN}}' dive wouldn't have saved him. MS let the ball go and {{BATSMAN}} was sprawling all over the place. Coming to the ball, on a good length and just outside off, eased away backward of square on the off-side",DC,Stokes,Pat Cummins,Pat,Cummins,Stokes,,3,7.0,6,
2863,6270193,DC 1st Inns,19.4,"Unadkat to Shami, 2 runs, that's a chance and Sundar has dropped it, very similar to that of Unadkat's catch, this was another top-edge that went high and behind the keeper. Sundar ran across, got to the ball, seemed to have slipped at the last moment and drops it",Unadkat to Shami,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, that's a chance and Sundar has dropped it, very similar to that of {{BOWLER}}'s catch, this was another top-edge that went high and behind the keeper. Sundar ran across, got to the ball, seemed to have slipped at the last moment and drops it",DC,Unadkat,Shami,Shami,,Unadkat,,5,,7,
2942,3320338,GL 1st Inns,9.3,"Henriques to Dwayne Smith, 2 runs, punched to sweeper's left and Dwayne Smith takes on Vijay to come back for the second. Good running",Henriques to Dwayne Smith,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, punched to sweeper's left and {{BATSMAN}} takes on Vijay to come back for the second. Good running",GL,Henriques,Dwayne Smith,Dwayne,Smith,Henriques,,6,5.0,9,
2976,3320338,SRH 1st Inns,9.3,"Henriques to Dwayne Smith, 2 runs, punched to sweeper's left and Dwayne Smith takes on Vijay to come back for the second. Good running",Henriques to Dwayne Smith,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, punched to sweeper's left and {{BATSMAN}} takes on Vijay to come back for the second. Good running",SRH,Henriques,Dwayne Smith,Dwayne,Smith,Henriques,,6,5.0,9,
3342,8127551,MI 1st Inns,19.5,"Dwayne Bravo to Hardik Pandya, 2 runs, off-pace, on a good length outside off, Hardik Pandya stands outside off-stump and pumps it down to long-on. Krunal Pandya forced his brother for the second and they make it easily in the end",Dwayne Bravo to Hardik Pandya,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, off-pace, on a good length outside off, {{BATSMAN}} stands outside off-stump and pumps it down to long-on. Krunal {{BATSMAN}} forced his brother for the second and they make it easily in the end",MI,Dwayne Bravo,Hardik Pandya,Hardik,Pandya,Dwayne,Bravo,6,6.0,6,5.0
3523,5641860,CSK 1st Inns,14.2,"Tom Curran to Billings, 2 runs, dropped! That should have been taken. Uthappa the culprit. Full and on the stumps, Billings makes room to go over mid-off, does not get the elevation and Uthappa does not time his jump near the edge of the circle. Parries it behind him and Rinku Singh from long-on tidies up",Tom Curran to Billings,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, dropped! That should have been taken. Uthappa the culprit. Full and on the stumps, {{BATSMAN}} makes room to go over mid-off, does not get the elevation and Uthappa does not time his jump near the edge of the circle. Parries it behind him and Rinku Singh from long-on tidies up",CSK,Tom Curran,Billings,Billings,,Tom,Curran,8,,3,6.0
3526,5641860,CSK 1st Inns,16.0,"Narine to Billings, 2 runs, and Billings nudges one into the on-side ring, Dhoni was off in a flash and wanted two, he was cruising for the second when he saw the throw come to his end and decide to charge. Got it comfortably",Narine to Billings,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, and {{BATSMAN}} nudges one into the on-side ring, Dhoni was off in a flash and wanted two, he was cruising for the second when he saw the throw come to his end and decide to charge. Got it comfortably",CSK,Narine,Billings,Billings,,Narine,,8,,6,
3681,7637306,KXIP 1st Inns,10.1,"Chahal to Nair, 2 runs, the leg-break from Chahal, Nair reaches out and sweeps it in front of square on the on-side, comes back for the second run",Chahal to Nair,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, the leg-break from {{BOWLER}}, {{BATSMAN}} reaches out and sweeps it in front of square on the on-side, comes back for the second run",KXIP,Chahal,Nair,Nair,,Chahal,,4,,6,
3711,7637306,RCB 1st Inns,10.1,"Chahal to Nair, 2 runs, the leg-break from Chahal, Nair reaches out and sweeps it in front of square on the on-side, comes back for the second run",Chahal to Nair,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, the leg-break from {{BOWLER}}, {{BATSMAN}} reaches out and sweeps it in front of square on the on-side, comes back for the second run",RCB,Chahal,Nair,Nair,,Chahal,,4,,6,
3740,1505006,DC 1st Inns,10.2,"Bumrah to Roy, 2 runs, oh no! Poor fielding, but it's fifty for Jason Roy, great effort. True pitch, lovely stroke-maker, you got to expect him to come good and boy, he's done well in a stiff chase. Very full and outside off stump, Roy squeezes it out, straight to backward point and it goes right through him",Bumrah to Roy,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, oh no! Poor fielding, but it's fifty for Jason {{BATSMAN}}, great effort. True pitch, lovely stroke-maker, you got to expect him to come good and boy, he's done well in a stiff chase. Very full and outside off stump, {{BATSMAN}} squeezes it out, straight to backward point and it goes right through him",DC,Bumrah,Roy,Roy,,Bumrah,,3,,6,
3747,1505006,DC 1st Inns,14.2,"Dananjaya to Roy, 2 runs, that's almost another catch. Delhi are going really hard and the opportunity for a wicket is always there. Need a bit of calmness out there. 50 odd 35 balls isn't that tough, especially at the Wankhede. Very full delivery, Roy slogs, connects well, luckily it dipped on SKY who was diving forward",Dananjaya to Roy,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, that's almost another catch. Delhi are going really hard and the opportunity for a wicket is always there. Need a bit of calmness out there. 50 odd 35 balls isn't that tough, especially at the Wankhede. Very full delivery, {{BATSMAN}} slogs, connects well, luckily it dipped on SKY who was diving forward",DC,Dananjaya,Roy,Roy,,Dananjaya,,3,,9,
3785,1505006,MI 1st Inns,15.1,"Christian to Ishan Kishan, 2 runs, short of length delivery angled in on middle, 116kph, thwacked through square leg on the front foot. They amble back for two",Christian to Ishan Kishan,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, short of length delivery angled in on middle, 116kph, thwacked through square leg on the front foot. They amble back for two",MI,Christian,Ishan Kishan,Ishan,Kishan,Christian,,5,6.0,9,
3793,1505006,MI 1st Inns,2.0,"Nadeem to Lewis, 2 runs, dropped by Trent Boult but geez that was a good attempt. Top-edge on the slog-sweep -- told ya that Nadeem was bowling slower in this over -- Boult runs back from backward square leg, doesn't get beneath the ball but doesn't stay put there. Rushes in front and stops the boundary. Top class athlete with a short term memory loss for good",Nadeem to Lewis,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, dropped by Trent Boult but geez that was a good attempt. Top-edge on the slog-sweep -- told ya that {{BOWLER}} was bowling slower in this over -- Boult runs back from backward square leg, doesn't get beneath the ball but doesn't stay put there. Rushes in front and stops the boundary. Top class athlete with a short term memory loss for good",MI,Nadeem,Lewis,Lewis,,Nadeem,,5,,6,
