Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
66,4281444,SRH 1st Inns,7.4,"Head to Henriques, SIX, massive, Henriques shimmies down the track, makes room as he did so and goes high and over long-on, went a long way into the stands. Watches in admiration as the ball kept going and going",Head to Henriques,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, massive, {{BATSMAN}} shimmies down the track, makes room as he did so and goes high and over long-on, went a long way into the stands. Watches in admiration as the ball kept going and going",SRH,Head,Henriques,Henriques,,Head,,9,,4,
72,7898444,MI 1st Inns,12.1,"Stokes to Nitish Rana, SIX, Stokes would be proud of that shot. Banged in halfway down and the line was around off, Rana is quick to transfer his weight onto the back foot and nails the pull over deep square leg. Third six that Stokes has conceded",Stokes to Nitish Rana,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, {{BOWLER}} would be proud of that shot. Banged in halfway down and the line was around off, {{BATSMAN}} is quick to transfer his weight onto the back foot and nails the pull over deep square leg. Third six that {{BOWLER}} has conceded",MI,Stokes,Nitish Rana,Nitish,Rana,Stokes,,6,4.0,6,
77,7898444,MI 1st Inns,16.5,"Tahir to Pollard, SIX, Tahir shouted ""catch it"" and there was no way anyone could have caught that. The South African goes a tad fuller in his length and that enables Pollard to get underneath it, slams it flat and over long-off for a maximum",Tahir to Pollard,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, {{BOWLER}} shouted ""catch it"" and there was no way anyone could have caught that. The South African goes a tad fuller in his length and that enables {{BATSMAN}} to get underneath it, slams it flat and over long-off for a maximum",MI,Tahir,Pollard,Pollard,,Tahir,,7,,5,
81,7898444,MI 1st Inns,19.0,"Stokes to Southee, SIX, Southee nails this. He should have tried this shot on the previous ball. Once again gets his front leg out of the way to give him a free swing, Stokes makes his job easier by bowling a length delivery, tonked straight back over Stokes for a maximum",Stokes to Southee,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, {{BATSMAN}} nails this. He should have tried this shot on the previous ball. Once again gets his front leg out of the way to give him a free swing, {{BOWLER}} makes his job easier by bowling a length delivery, tonked straight back over {{BOWLER}} for a maximum",MI,Stokes,Southee,Southee,,Stokes,,7,,6,
82,7898444,MI 1st Inns,19.1,"Dinda to Hardik Pandya, SIX, consecutive sixes for MI. Dinda missed his yorker by a few inches and is launched into the crowd. Low full toss outside off, Pandya keeps a firm base and carves it over point. Went a long way back into the stands",Dinda to Hardik Pandya,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, consecutive sixes for {{TEAM}}. {{BOWLER}} missed his yorker by a few inches and is launched into the crowd. Low full toss outside off, {{BATSMAN}} keeps a firm base and carves it over point. Went a long way back into the stands",MI,Dinda,Hardik Pandya,Hardik,Pandya,Dinda,,6,6.0,5,
83,7898444,MI 1st Inns,19.2,"Dinda to Hardik Pandya, SIX, Dinda attains normal services. Three sixes in a row. Pandya getting into the thick of things. Length delivery and Pandya dismisses it over long-off. Just stood there and dispatched it with disdain",Dinda to Hardik Pandya,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, {{BOWLER}} attains normal services. Three sixes in a row. {{BATSMAN}} getting into the thick of things. Length delivery and {{BATSMAN}} dismisses it over long-off. Just stood there and dispatched it with disdain",MI,Dinda,Hardik Pandya,Hardik,Pandya,Dinda,,6,6.0,5,
84,7898444,MI 1st Inns,19.3,"Dinda to Hardik Pandya, SIX, make it four in a row. Dinda and death overs are not the best of mates. He goes full and misses the yorker by a couple of inches, Pandya had enough to get under that and smack it over long-on",Dinda to Hardik Pandya,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, make it four in a row. {{BOWLER}} and death overs are not the best of mates. He goes full and misses the yorker by a couple of inches, {{BATSMAN}} had enough to get under that and smack it over long-on",MI,Dinda,Hardik Pandya,Hardik,Pandya,Dinda,,6,6.0,5,
86,7898444,MI 1st Inns,19.5,"Dinda to Hardik Pandya, SIX, Smith has a worried look as Pandya sends another one crashing over the rope. Switched to back of a length and the result remained the same, Pandya went back and nailed it over wide long-on. Pinged the ad hoarding on the full",Dinda to Hardik Pandya,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, Smith has a worried look as {{BATSMAN}} sends another one crashing over the rope. Switched to back of a length and the result remained the same, {{BATSMAN}} went back and nailed it over wide long-on. Pinged the ad hoarding on the full",MI,Dinda,Hardik Pandya,Hardik,Pandya,Dinda,,6,6.0,5,
91,7898444,MI 1st Inns,3.4,"Stokes to Buttler, SIX, for the first time this over, he pitches it up and Buttler goes bam! Gets underneath it and launches it for a maximum over long-on",Stokes to Buttler,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, for the first time this over, he pitches it up and {{BATSMAN}} goes bam! Gets underneath it and launches it for a maximum over long-on",MI,Stokes,Buttler,Buttler,,Stokes,,7,,6,
92,7898444,MI 1st Inns,3.5,"Stokes to Buttler, SIX, Stokes turns back and smiles. That's all he could do. Ridiculous T20 batting on display. Buttler shuffles and scoops a pacy length ball over the keeper's head, lands just over the advertising triangles. Back to back sixes for Buttler",Stokes to Buttler,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, {{BOWLER}} turns back and smiles. That's all he could do. Ridiculous T20 batting on display. {{BATSMAN}} shuffles and scoops a pacy length ball over the keeper's head, lands just over the advertising triangles. Back to back sixes for {{BATSMAN}}",MI,Stokes,Buttler,Buttler,,Stokes,,7,,6,
96,7898444,MI 1st Inns,5.5,"Chahar to Buttler, SIX, that's gone flying into the stands. Greyhounds out of his crease, picks the bones out of it, a Tennis-esque flat-batted smite over wide long-off",Chahar to Buttler,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, that's gone flying into the stands. Greyhounds out of his crease, picks the bones out of it, a Tennis-esque flat-batted smite over wide long-off",MI,Chahar,Buttler,Buttler,,Chahar,,7,,6,
100,7898444,MI 1st Inns,8.3,"Zampa to Nitish Rana, SIX, half-tracker and gone! Lovely swivel-pull from Nitish Rana, lands Zampa over the mid-wicket fence, brute power!",Zampa to Nitish Rana,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, half-tracker and gone! Lovely swivel-pull from {{BATSMAN}}, lands {{BOWLER}} over the mid-wicket fence, brute power!",MI,Zampa,Nitish Rana,Nitish,Rana,Zampa,,6,4.0,5,
111,7898444,RPS 1st Inns,13.4,"Pollard to Smith, SIX, it's not working. Smith is just too good for Pollard. His slower balls do work sometimes but this is just different class. Smith picks it up, waits on it and swipes it over deep mid-wicket",Pollard to Smith,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, it's not working. {{BATSMAN}} is just too good for {{BOWLER}}. His slower balls do work sometimes but this is just different class. {{BATSMAN}} picks it up, waits on it and swipes it over deep mid-wicket",RPS,Pollard,Smith,Smith,,Pollard,,5,,7,
120,7898444,RPS 1st Inns,19.4,"Pollard to Smith, SIX, going, going, gone... Is there anything he can't do? It's a slower ball from Pollard, Smith swipes across the line and muscles it over wide long-on",Pollard to Smith,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, going, going, gone... Is there anything he can't do? It's a slower ball from {{BOWLER}}, {{BATSMAN}} swipes across the line and muscles it over wide long-on",RPS,Pollard,Smith,Smith,,Pollard,,5,,7,
121,7898444,RPS 1st Inns,19.5,"Pollard to Smith, SIX, he's done it. A couple of sixes to finish the game off just when it was getting away from them. What a player! A full ball on leg stump, Smith whips it away with unbelievable timing over the deep mid-wicket boundary. Pune clinch the game with a ball to spare",Pollard to Smith,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, he's done it. A couple of sixes to finish the game off just when it was getting away from them. What a player! A full ball on leg stump, {{BATSMAN}} whips it away with unbelievable timing over the deep mid-wicket boundary. Pune clinch the game with a ball to spare",RPS,Pollard,Smith,Smith,,Pollard,,5,,7,
122,7898444,RPS 1st Inns,2.3,"Southee to Rahane, SIX, Rahane is looking in good touch, this was banged in short and on the stumps, Rahane swivels across, doesn't bother to keep it down. He didn't look in complete control - but has enough to send it sailing over the head of the man at long leg",Southee to Rahane,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, {{BATSMAN}} is looking in good touch, this was banged in short and on the stumps, {{BATSMAN}} swivels across, doesn't bother to keep it down. He didn't look in complete control - but has enough to send it sailing over the head of the man at long leg",RPS,Southee,Rahane,Rahane,,Southee,,6,,7,
126,7898444,RPS 1st Inns,5.3,"McClenaghan to Rahane, SIX, that's easy pickings for Rahane, width on offer from McClenaghan. He stays in his crease, uses his hands to good effect, makes the most of McClenaghan's pace and helps it high and over third man for a maximum",McClenaghan to Rahane,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, that's easy pickings for {{BATSMAN}}, width on offer from {{BOWLER}}. He stays in his crease, uses his hands to good effect, makes the most of {{BOWLER}}'s pace and helps it high and over third man for a maximum",RPS,McClenaghan,Rahane,Rahane,,McClenaghan,,6,,11,
130,7898444,RPS 1st Inns,9.2,"Krunal Pandya to Rahane, SIX, stunning bit of timing from Rahane and he gets just enough to beat Pollard's leap at long-on. At first instance, it looked like a simple dolly to long-on, the ball kept going and going. Pollard arched back one-handed, got a finger-tip, but the ball was always beating him",Krunal Pandya to Rahane,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, stunning bit of timing from {{BATSMAN}} and he gets just enough to beat Pollard's leap at long-on. At first instance, it looked like a simple dolly to long-on, the ball kept going and going. Pollard arched back one-handed, got a finger-tip, but the ball was always beating him",RPS,Krunal Pandya,Rahane,Rahane,,Krunal,Pandya,6,,6,6.0
142,2373690,GL 1st Inns,17.0,"Chawla to Karthik, SIX, ends the over with a maximum. A much needed one for GL. Bit of air on this and a fuller length meant Karthik was able to get underneath that, he heaves it high and over the cow corner fence",Chawla to Karthik,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, ends the over with a maximum. A much needed one for {{TEAM}}. Bit of air on this and a fuller length meant {{BATSMAN}} was able to get underneath that, he heaves it high and over the cow corner fence",GL,Chawla,Karthik,Karthik,,Chawla,,7,,6,
147,2373690,GL 1st Inns,18.3,"Woakes to Karthik, SIX, Karthik picked the bones out of that. Length delivery right in the slot and it was a clean swing of the bat from Karthik, lofted it with a straight bat and cleared long-on with ease",Woakes to Karthik,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, {{BATSMAN}} picked the bones out of that. Length delivery right in the slot and it was a clean swing of the bat from {{BATSMAN}}, lofted it with a straight bat and cleared long-on with ease",GL,Woakes,Karthik,Karthik,,Woakes,,7,,6,
156,2373690,GL 1st Inns,3.4,"Chawla to Brendon McCullum, SIX, massive, tossed up nicely by Chawla, fell right into McCullum's hitting zone, he gets forward and clubs it high and over mid-wicket, went a long way over the ropes",Chawla to Brendon McCullum,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, massive, tossed up nicely by {{BOWLER}}, fell right into {{BATSMAN}}'s hitting zone, he gets forward and clubs it high and over mid-wicket, went a long way over the ropes",GL,Chawla,Brendon McCullum,Brendon,McCullum,Chawla,,7,8.0,6,
163,2373690,GL 1st Inns,7.0,"Kuldeep Yadav to Brendon McCullum, SIX, McCullum is in some form alright, comes down the track, doesn't get too close to the ball, allows him a free swing and he deposits it high and into the sightscreen. Another expensive over for the Knight Riders",Kuldeep Yadav to Brendon McCullum,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, {{BATSMAN}} is in some form alright, comes down the track, doesn't get too close to the ball, allows him a free swing and he deposits it high and into the sightscreen. Another expensive over for the Knight Riders",GL,Kuldeep Yadav,Brendon McCullum,Brendon,McCullum,Kuldeep,Yadav,7,8.0,7,5.0
177,2373690,KKR 1st Inns,13.1,"Shivil to Chris Lynn, SIX, way too many half-trackers from Shivil today. Just can't get away with it at this level. Lynn rocks back and blooters it over long-on",Shivil to Chris Lynn,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, way too many half-trackers from {{BOWLER}} today. Just can't get away with it at this level. {{BATSMAN}} rocks back and blooters it over long-on",KKR,Shivil,Chris Lynn,Chris,Lynn,Shivil,,5,4.0,6,
183,2373690,KKR 1st Inns,2.4,"Gony to Chris Lynn, SIX, boy, has he nailed it! You bet. 95-metre smite. Gony serves length and gets smoked for a maximum over long-off",Gony to Chris Lynn,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, boy, has he nailed it! You bet. 95-metre smite. {{BOWLER}} serves length and gets smoked for a maximum over long-off",KKR,Gony,Chris Lynn,Chris,Lynn,Gony,,5,4.0,4,
192,2373690,KKR 1st Inns,6.1,"Dwayne Smith to Chris Lynn, SIX, if that ball had voice, it would have pleaded: ""Chris please take me for a journey"". Lynn heard that and obliged, rubbish length ball outside off and the next thing Smith sees is the ball flying over deep mid-wicket",Dwayne Smith to Chris Lynn,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, if that ball had voice, it would have pleaded: ""{{BATSMAN}} please take me for a journey"". {{BATSMAN}} heard that and obliged, rubbish length ball outside off and the next thing {{BOWLER}} sees is the ball flying over deep mid-wicket",KKR,Dwayne Smith,Chris Lynn,Chris,Lynn,Dwayne,Smith,5,4.0,6,5.0
194,2373690,KKR 1st Inns,6.4,"Dwayne Smith to Chris Lynn, SIX, in his zone and Lynn doesn't have any second thoughts. Marmalizes it with utter disdain, Roy came in the way to interrupt, he was never going to catch that. Never",Dwayne Smith to Chris Lynn,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, in his zone and {{BATSMAN}} doesn't have any second thoughts. Marmalizes it with utter disdain, Roy came in the way to interrupt, he was never going to catch that. Never",KKR,Dwayne Smith,Chris Lynn,Chris,Lynn,Dwayne,Smith,5,4.0,6,5.0
195,2373690,KKR 1st Inns,6.5,"Dwayne Smith to Chris Lynn, SIX, the onslaught continues... Full ball, don't even look back Mr Smith, the ball has gone to Brisbane. Period",Dwayne Smith to Chris Lynn,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, the onslaught continues... Full ball, don't even look back Mr {{BOWLER}}, the ball has gone to Brisbane. Period",KKR,Dwayne Smith,Chris Lynn,Chris,Lynn,Dwayne,Smith,5,4.0,6,5.0
201,2837493,KXIP 1st Inns,10.2,"Rahul Chahar to Axar, SIX, goes for the big whammy and succeeds. That was short and has been flat batted over long-on for a huge maximum. Pressure on the youngster",Rahul Chahar to Axar,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, goes for the big whammy and succeeds. That was short and has been flat batted over long-on for a huge maximum. Pressure on the youngster",KXIP,Rahul Chahar,Axar,Axar,,Rahul,Chahar,4,,5,6.0
204,2837493,KXIP 1st Inns,12.1,"Rahul Chahar to Maxwell, SIX, MAAMMAAAMIAAAHH! The Big Show has arrived. The showman lays the bat on that and crunches that over the man at long-on. That scaled many a light years before coming down",Rahul Chahar to Maxwell,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, MAAMMAAAMIAAAHH! The Big Show has arrived. The showman lays the bat on that and crunches that over the man at long-on. That scaled many a light years before coming down",KXIP,Rahul Chahar,Maxwell,Maxwell,,Rahul,Chahar,7,,5,6.0
208,2837493,KXIP 1st Inns,15.0,"Stokes to Maxwell, SIX, backs away by clearing his legs and then sees the ball like a football to have a clear swing at it. The ball soars over the long-off region for a maximum. Maxwell is taking it away",Stokes to Maxwell,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, backs away by clearing his legs and then sees the ball like a football to have a clear swing at it. The ball soars over the long-off region for a maximum. {{BATSMAN}} is taking it away",KXIP,Stokes,Maxwell,Maxwell,,Stokes,,7,,6,
209,2837493,KXIP 1st Inns,15.2,"Tahir to Maxwell, SIX, 50 for the combo! That was a short ball, never got enough wood on it but enough on it to send it packing just over the man at mid-wicket. There were shouts of catch it but that region was unmanned",Tahir to Maxwell,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, 50 for the combo! That was a short ball, never got enough wood on it but enough on it to send it packing just over the man at mid-wicket. There were shouts of catch it but that region was unmanned",KXIP,Tahir,Maxwell,Maxwell,,Tahir,,7,,5,
210,2837493,KXIP 1st Inns,15.3,"Tahir to Maxwell, SIX, the most powerful delivery boy is here. He has sent it packing over the cow corner region. Brutal sinews into that pull and the ball flies away into oblivion",Tahir to Maxwell,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, the most powerful delivery boy is here. He has sent it packing over the cow corner region. Brutal sinews into that pull and the ball flies away into oblivion",KXIP,Tahir,Maxwell,Maxwell,,Tahir,,7,,5,
211,2837493,KXIP 1st Inns,17.4,"Dinda to Miller, SIX, has that gone all the way? An overpitched delivery and the batsman checked his drive with power on his bottom hand to hit it flat and just past the diving Christian at long-on. The ball landed on the cushion and the third umpire signalled it as a half-a-dozen",Dinda to Miller,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, has that gone all the way? An overpitched delivery and the batsman checked his drive with power on his bottom hand to hit it flat and just past the diving Christian at long-on. The ball landed on the cushion and the third umpire signalled it as a half-a-dozen",KXIP,Dinda,Miller,Miller,,Dinda,,6,,5,
214,2837493,KXIP 1st Inns,2.1,"Dinda to Vohra, SIX, that has been slapped! Short of a length delivery, Vohra dances down and wallops it over the bowler's head. Muscled it. Way past the boundary rope",Dinda to Vohra,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, that has been slapped! Short of a length delivery, {{BATSMAN}} dances down and wallops it over the bowler's head. Muscled it. Way past the boundary rope",KXIP,Dinda,Vohra,Vohra,,Dinda,,5,,5,
217,2837493,KXIP 1st Inns,3.5,"Christian to Amla, SIX, Amla is turning it on here now! He walks down and lifts this shortish ball over mid-off. The ball has enough wings to go into the stands",Christian to Amla,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, {{BATSMAN}} is turning it on here now! He walks down and lifts this shortish ball over mid-off. The ball has enough wings to go into the stands",KXIP,Christian,Amla,Amla,,Christian,,4,,9,
224,2837493,RPS 1st Inns,10.0,"Swapnil Singh to Stokes, SIX, good end to the over. A massive end actually. In the arc of the southpaw and the batsman comes up with an explosive response to tonk the ball over the cow corner region",Swapnil Singh to Stokes,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, good end to the over. A massive end actually. In the arc of the southpaw and the batsman comes up with an explosive response to tonk the ball over the cow corner region",RPS,Swapnil Singh,Stokes,Stokes,,Swapnil,Singh,6,,7,5.0
229,2837493,RPS 1st Inns,13.4,"Axar to Stokes, SIX, and now he lets the off-side take the brunt. Patel in his response fires one out flat and wide. The mind-reader that Stokes is, sinks and tonks it through the line",Axar to Stokes,SIX,"{{BOWLER}} to {{BATSMAN}}, SIX, and now he lets the off-side take the brunt. Patel in his response fires one out flat and wide. The mind-reader that {{BATSMAN}} is, sinks and tonks it through the line",RPS,Axar,Stokes,Stokes,,Axar,,6,,4,
